ticket_id,order_id,ticket_status,message,channel
T501569,O217383,Open,"I want a refund for O217383, wrong size delivered",email
T501570,O201478,pending,"I want a refund for O201478, wrong size delivered",chat
T501571,O216774,pending,"Order O216774 arrived damaged, the zip is broken",email
T501572,O207778,Open,  RETURN REQUEST: item not as described  ,chat
T501573,O207583,pending,Can I change the delivery address for O207583?,chat
T501574,O206283,pending,"I want a refund for O206283, wrong size delivered",chat
T501575,,closed,"I want a refund for O219993, wrong size delivered",phone
T501576,O204240,open,Can I change the delivery address for O204240?,email
T501577,O203476,open,  RETURN REQUEST: item not as described  ,email
T501578,O200692,open,"I want a refund for O200692, wrong size delivered",phone
T501579,O225864,closed,"I want a refund for O225864, wrong size delivered",phone
T501580,O202754,Open,Can I change the delivery address for O202754?,chat
T501581,O215106,closed,"I want a refund for O215106, wrong size delivered",email
T501582,O213833,closed,"Cancel order O213833 please, ordered by mistake",email
T501583,O213082,open,Can I change the delivery address for O213082?,chat
T501584,O222020,closed,"Order O222020 arrived damaged, the zip is broken",phone
T501585,O206484,Open,Can I change the delivery address for O206484?,phone
T501586,O218888,open,"Cancel order O218888 please, ordered by mistake",phone
T501587,O215381,pending,  RETURN REQUEST: item not as described  ,phone
T501588,O223063,open,"the tent O223063 leaked on first use, very disappointed",chat
T501589,O206848,closed,"the tent O206848 leaked on first use, very disappointed",phone
T501590,O200219,Open,"Great service, jacket fits perfectly. thanks",email
T501591,O217399,closed,"Great service, jacket fits perfectly. thanks",chat
T501592,O213007,pending,  RETURN REQUEST: item not as described  ,phone
T501593,O210621,pending,Can I change the delivery address for O210621?,phone
T501594,O203704,Open,Where is my order O203704?? It is 2 weeks late!!!,phone
T501595,O223022,Open,"Cancel order O223022 please, ordered by mistake",phone
T501596,O219245,closed,"Cancel order O219245 please, ordered by mistake",email
T501597,O214565,closed,Where is my order O214565?? It is 2 weeks late!!!,phone
T501598,O209602,Open,Can I change the delivery address for O209602?,phone
T501599,O204729,open,"the tent O204729 leaked on first use, very disappointed",email
T501600,O204053,pending,"I want a refund for O204053, wrong size delivered",email
T501601,O208158,closed,"Great service, jacket fits perfectly. thanks",chat
T501602,,pending,"Great service, jacket fits perfectly. thanks",chat
T501603,O216592,Open,"the tent O216592 leaked on first use, very disappointed",phone
T501604,O202945,open,Where is my order O202945?? It is 2 weeks late!!!,phone
T501605,O223117,Open,  RETURN REQUEST: item not as described  ,email
T501606,,closed,Where is my order O220113?? It is 2 weeks late!!!,chat
T501607,O211529,open,"Great service, jacket fits perfectly. thanks",email
T501608,O215285,closed,"Cancel order O215285 please, ordered by mistake",chat
T501609,O201635,open,Where is my order O201635?? It is 2 weeks late!!!,chat
T501610,,closed,"Order O211697 arrived damaged, the zip is broken",chat
T501611,O211870,closed,"the tent O211870 leaked on first use, very disappointed",phone
T501612,O225931,closed,"Great service, jacket fits perfectly. thanks",chat
T501613,O209631,closed,"Order O209631 arrived damaged, the zip is broken",phone
T501614,O212614,open,  RETURN REQUEST: item not as described  ,chat
T501615,O207935,closed,"the tent O207935 leaked on first use, very disappointed",email
T501616,O222085,open,"Cancel order O222085 please, ordered by mistake",chat
T501617,,Open,"the tent O201303 leaked on first use, very disappointed",chat
T501618,O214882,closed,Where is my order O214882?? It is 2 weeks late!!!,chat
T501619,O212305,closed,  RETURN REQUEST: item not as described  ,phone
T501620,O223586,Open,"Cancel order O223586 please, ordered by mistake",chat
T501621,O204319,closed,"Order O204319 arrived damaged, the zip is broken",chat
T501622,O205871,open,"Great service, jacket fits perfectly. thanks",chat
T501623,O217531,open,Can I change the delivery address for O217531?,phone
T501624,O204182,open,"I want a refund for O204182, wrong size delivered",phone
T501625,O223962,open,"the tent O223962 leaked on first use, very disappointed",email
T501626,O215962,open,"the tent O215962 leaked on first use, very disappointed",email
T501627,O200114,pending,Can I change the delivery address for O200114?,email
T501628,O221239,pending,"Cancel order O221239 please, ordered by mistake",email
T501629,,open,"Order O209037 arrived damaged, the zip is broken",email
T501630,,closed,Where is my order O207194?? It is 2 weeks late!!!,phone
T501631,O220641,closed,"Great service, jacket fits perfectly. thanks",chat
T501632,O213978,Open,"Great service, jacket fits perfectly. thanks",email
T501633,O225788,closed,Where is my order O225788?? It is 2 weeks late!!!,phone
T501634,,closed,"Cancel order O202678 please, ordered by mistake",email
T501635,O221449,open,"the tent O221449 leaked on first use, very disappointed",chat
T501636,O209164,Open,"the tent O209164 leaked on first use, very disappointed",email
T501637,O211107,open,  RETURN REQUEST: item not as described  ,chat
T501638,O223187,closed,Where is my order O223187?? It is 2 weeks late!!!,phone
T501639,O215018,open,"Great service, jacket fits perfectly. thanks",phone
T501640,O225246,pending,"Cancel order O225246 please, ordered by mistake",email
T501641,O217140,closed,"Order O217140 arrived damaged, the zip is broken",email
T501642,O201270,open,Can I change the delivery address for O201270?,email
T501643,O201213,closed,"Cancel order O201213 please, ordered by mistake",email
T501644,O200246,Open,Can I change the delivery address for O200246?,chat
T501645,O203617,closed,"the tent O203617 leaked on first use, very disappointed",chat
T501646,O205324,pending,"I want a refund for O205324, wrong size delivered",email
T501647,O222706,closed,"Cancel order O222706 please, ordered by mistake",email
T501648,O210784,closed,"I want a refund for O210784, wrong size delivered",chat
T501649,O211601,pending,"Cancel order O211601 please, ordered by mistake",email
T501650,,open,"Order O219915 arrived damaged, the zip is broken",email
T501651,O224735,pending,Where is my order O224735?? It is 2 weeks late!!!,phone
T501652,O217949,closed,"I want a refund for O217949, wrong size delivered",chat
T501653,O208335,pending,"Cancel order O208335 please, ordered by mistake",phone
T501654,O222006,Open,"Great service, jacket fits perfectly. thanks",chat
T501655,O211607,closed,"the tent O211607 leaked on first use, very disappointed",email
T501656,O222174,pending,"Order O222174 arrived damaged, the zip is broken",chat
T501657,O214571,closed,"I want a refund for O214571, wrong size delivered",email
T501658,O206096,Open,Where is my order O206096?? It is 2 weeks late!!!,chat
T501659,O209175,pending,Can I change the delivery address for O209175?,email
T501660,O205637,Open,"Order O205637 arrived damaged, the zip is broken",email
T501661,,Open,"Great service, jacket fits perfectly. thanks",chat
T501662,O225660,pending,"I want a refund for O225660, wrong size delivered",email
T501663,O210094,pending,"I want a refund for O210094, wrong size delivered",email
T501664,O211344,open,"Cancel order O211344 please, ordered by mistake",email
T501665,O215203,closed,"Order O215203 arrived damaged, the zip is broken",phone
T501666,O200268,Open,  RETURN REQUEST: item not as described  ,chat
T501667,O213774,closed,"the tent O213774 leaked on first use, very disappointed",phone
T501668,O220432,closed,"Cancel order O220432 please, ordered by mistake",phone
T501669,O213991,Open,"Cancel order O213991 please, ordered by mistake",chat
T501670,O225536,closed,Can I change the delivery address for O225536?,email
T501671,O212076,closed,"Order O212076 arrived damaged, the zip is broken",phone
T501672,O214049,Open,"Great service, jacket fits perfectly. thanks",chat
T501673,,open,Where is my order O222800?? It is 2 weeks late!!!,chat
T501674,O222910,closed,"Great service, jacket fits perfectly. thanks",email
T501675,O212366,closed,Can I change the delivery address for O212366?,chat
T501676,O200097,closed,"Order O200097 arrived damaged, the zip is broken",phone
T501677,O200065,closed,Can I change the delivery address for O200065?,email
T501678,,open,Can I change the delivery address for O216668?,chat
T501679,O221378,closed,"Order O221378 arrived damaged, the zip is broken",chat
T501680,O205793,closed,"the tent O205793 leaked on first use, very disappointed",phone
T501681,O219588,pending,Can I change the delivery address for O219588?,email
T501682,O200431,closed,"Cancel order O200431 please, ordered by mistake",chat
T501683,O214180,Open,"Order O214180 arrived damaged, the zip is broken",email
T501684,O218369,pending,Where is my order O218369?? It is 2 weeks late!!!,email
T501685,O210312,Open,"the tent O210312 leaked on first use, very disappointed",email
T501686,O212776,pending,  RETURN REQUEST: item not as described  ,email
T501687,O201882,Open,Where is my order O201882?? It is 2 weeks late!!!,chat
T501688,O204450,open,"Order O204450 arrived damaged, the zip is broken",phone
T501689,O221904,Open,  RETURN REQUEST: item not as described  ,phone
T501690,O225913,pending,"I want a refund for O225913, wrong size delivered",phone
T501691,O219909,open,"I want a refund for O219909, wrong size delivered",email
T501692,,pending,"Great service, jacket fits perfectly. thanks",email
T501693,O210811,closed,Can I change the delivery address for O210811?,email
T501694,O224248,pending,"Order O224248 arrived damaged, the zip is broken",chat
T501695,O214092,pending,Can I change the delivery address for O214092?,phone
T501696,,pending,Where is my order O219689?? It is 2 weeks late!!!,email
T501697,O207542,closed,Where is my order O207542?? It is 2 weeks late!!!,email
T501698,O225758,Open,"Cancel order O225758 please, ordered by mistake",phone
T501699,O219215,open,"the tent O219215 leaked on first use, very disappointed",phone
T501700,O209503,pending,"Order O209503 arrived damaged, the zip is broken",phone
T501701,O216609,closed,Where is my order O216609?? It is 2 weeks late!!!,email
T501702,O215379,pending,  RETURN REQUEST: item not as described  ,chat
T501703,O205064,open,"Cancel order O205064 please, ordered by mistake",chat
T501704,O205379,pending,Where is my order O205379?? It is 2 weeks late!!!,phone
T501705,O201818,Open,"Great service, jacket fits perfectly. thanks",email
T501706,O201237,closed,Where is my order O201237?? It is 2 weeks late!!!,phone
T501707,O214726,pending,"the tent O214726 leaked on first use, very disappointed",chat
T501708,O225592,pending,Where is my order O225592?? It is 2 weeks late!!!,chat
T501709,O206721,closed,Can I change the delivery address for O206721?,email
T501710,O215949,closed,  RETURN REQUEST: item not as described  ,email
T501711,O211823,open,Can I change the delivery address for O211823?,email
T501712,O212414,Open,"Cancel order O212414 please, ordered by mistake",phone
T501713,O208211,closed,Where is my order O208211?? It is 2 weeks late!!!,chat
T501714,O209328,pending,Where is my order O209328?? It is 2 weeks late!!!,phone
T501715,O205117,open,Where is my order O205117?? It is 2 weeks late!!!,phone
T501716,O207829,open,"the tent O207829 leaked on first use, very disappointed",phone
T501717,O213595,Open,"Cancel order O213595 please, ordered by mistake",email
T501718,O202308,open,"I want a refund for O202308, wrong size delivered",chat
T501719,O209759,pending,"I want a refund for O209759, wrong size delivered",email
T501720,O224979,pending,Can I change the delivery address for O224979?,email
T501721,O218652,pending,"Cancel order O218652 please, ordered by mistake",phone
T501722,O209285,closed,"Order O209285 arrived damaged, the zip is broken",chat
T501723,O224262,closed,"Order O224262 arrived damaged, the zip is broken",email
T501724,,open,Where is my order O202583?? It is 2 weeks late!!!,phone
T501725,O204887,closed,"the tent O204887 leaked on first use, very disappointed",phone
T501726,O209520,Open,"the tent O209520 leaked on first use, very disappointed",email
T501727,O225006,Open,Where is my order O225006?? It is 2 weeks late!!!,phone
T501728,O223985,pending,"Great service, jacket fits perfectly. thanks",chat
T501729,O216165,pending,Can I change the delivery address for O216165?,chat
T501730,O222464,Open,Where is my order O222464?? It is 2 weeks late!!!,email
T501731,O213180,open,"the tent O213180 leaked on first use, very disappointed",email
T501732,O211669,open,Where is my order O211669?? It is 2 weeks late!!!,phone
T501733,,Open,"I want a refund for O210080, wrong size delivered",phone
T501734,O225543,open,"I want a refund for O225543, wrong size delivered",phone
T501735,O211272,Open,"Cancel order O211272 please, ordered by mistake",phone
T501736,O210803,open,Where is my order O210803?? It is 2 weeks late!!!,chat
T501737,O201583,open,"Order O201583 arrived damaged, the zip is broken",phone
T501738,O205813,open,"the tent O205813 leaked on first use, very disappointed",email
T501739,O212001,pending,  RETURN REQUEST: item not as described  ,chat
T501740,O205978,open,"the tent O205978 leaked on first use, very disappointed",chat
T501741,O200033,Open,  RETURN REQUEST: item not as described  ,email
T501742,O205838,Open,"Great service, jacket fits perfectly. thanks",phone
T501743,O201586,open,"Great service, jacket fits perfectly. thanks",phone
T501744,O222412,pending,  RETURN REQUEST: item not as described  ,phone
T501745,O201788,closed,Where is my order O201788?? It is 2 weeks late!!!,email
T501746,O209129,pending,"I want a refund for O209129, wrong size delivered",email
T501747,O225413,closed,Can I change the delivery address for O225413?,email
T501748,O217439,closed,  RETURN REQUEST: item not as described  ,phone
T501749,O218960,pending,"I want a refund for O218960, wrong size delivered",phone
T501750,O201533,pending,Can I change the delivery address for O201533?,chat
T501751,O209826,closed,Can I change the delivery address for O209826?,phone
T501752,O220282,open,"Cancel order O220282 please, ordered by mistake",email
T501753,,open,Can I change the delivery address for O222894?,phone
T501754,O218608,Open,"Great service, jacket fits perfectly. thanks",chat
T501755,O224728,pending,"Great service, jacket fits perfectly. thanks",phone
T501756,O217303,closed,"Cancel order O217303 please, ordered by mistake",email
T501757,O210878,pending,"Great service, jacket fits perfectly. thanks",phone
T501758,O218985,closed,  RETURN REQUEST: item not as described  ,chat
T501759,O207595,closed,Where is my order O207595?? It is 2 weeks late!!!,phone
T501760,,closed,"Great service, jacket fits perfectly. thanks",chat
T501761,O209452,pending,"Cancel order O209452 please, ordered by mistake",phone
T501762,,closed,"Great service, jacket fits perfectly. thanks",chat
T501763,O219631,Open,"Great service, jacket fits perfectly. thanks",email
T501764,O204655,Open,  RETURN REQUEST: item not as described  ,email
T501765,O209418,closed,  RETURN REQUEST: item not as described  ,phone
T501766,O223869,pending,"Order O223869 arrived damaged, the zip is broken",email
T501767,O213052,open,"Great service, jacket fits perfectly. thanks",email
T501768,O207161,Open,  RETURN REQUEST: item not as described  ,email
T501769,O213746,pending,  RETURN REQUEST: item not as described  ,email
T501770,O220681,closed,"Order O220681 arrived damaged, the zip is broken",chat
T501771,O208235,open,"Great service, jacket fits perfectly. thanks",email
T501772,O210807,pending,"I want a refund for O210807, wrong size delivered",phone
T501773,O203473,pending,  RETURN REQUEST: item not as described  ,email
T501774,O207685,Open,"Order O207685 arrived damaged, the zip is broken",phone
T501775,O216656,open,Can I change the delivery address for O216656?,phone
T501776,O207419,closed,Can I change the delivery address for O207419?,chat
T501777,O213704,Open,"the tent O213704 leaked on first use, very disappointed",chat
T501778,O224167,open,  RETURN REQUEST: item not as described  ,phone
T501779,,open,"the tent O204193 leaked on first use, very disappointed",chat
T501780,O223650,Open,Where is my order O223650?? It is 2 weeks late!!!,chat
T501781,,closed,"I want a refund for O225137, wrong size delivered",email
T501782,O214035,open,"the tent O214035 leaked on first use, very disappointed",email
T501783,O201077,Open,"I want a refund for O201077, wrong size delivered",email
T501784,O218777,Open,"the tent O218777 leaked on first use, very disappointed",email
T501785,O202531,closed,"I want a refund for O202531, wrong size delivered",chat
T501786,O217563,pending,"I want a refund for O217563, wrong size delivered",chat
T501787,O215565,open,"I want a refund for O215565, wrong size delivered",chat
T501788,O214264,closed,"I want a refund for O214264, wrong size delivered",email
T501789,O210926,closed,"Great service, jacket fits perfectly. thanks",phone
T501790,O200970,Open,Where is my order O200970?? It is 2 weeks late!!!,email
T501791,O202903,pending,"Great service, jacket fits perfectly. thanks",phone
T501792,O200642,Open,"Great service, jacket fits perfectly. thanks",email
T501793,O225624,Open,"I want a refund for O225624, wrong size delivered",email
T501794,O204258,open,"the tent O204258 leaked on first use, very disappointed",email
T501795,O204351,Open,"the tent O204351 leaked on first use, very disappointed",phone
T501796,,pending,Where is my order O211257?? It is 2 weeks late!!!,chat
T501797,,closed,"the tent O211121 leaked on first use, very disappointed",phone
T501798,,Open,Where is my order O217820?? It is 2 weeks late!!!,phone
T501799,O216899,pending,"Great service, jacket fits perfectly. thanks",chat
T501800,O210880,pending,"Cancel order O210880 please, ordered by mistake",chat
T501801,O225520,pending,"the tent O225520 leaked on first use, very disappointed",email
T501802,O206312,closed,"I want a refund for O206312, wrong size delivered",phone
T501803,O202001,Open,"the tent O202001 leaked on first use, very disappointed",email
T501804,O220407,Open,Where is my order O220407?? It is 2 weeks late!!!,email
T501805,O217992,Open,"the tent O217992 leaked on first use, very disappointed",chat
T501806,O219108,pending,"Great service, jacket fits perfectly. thanks",phone
T501807,O211896,pending,"Cancel order O211896 please, ordered by mistake",phone
T501808,O207355,closed,"Great service, jacket fits perfectly. thanks",chat
T501809,O214376,open,"the tent O214376 leaked on first use, very disappointed",email
T501810,O210438,pending,"Great service, jacket fits perfectly. thanks",phone
T501811,O207490,closed,"I want a refund for O207490, wrong size delivered",chat
T501812,,Open,Where is my order O211302?? It is 2 weeks late!!!,chat
T501813,O223790,closed,"Cancel order O223790 please, ordered by mistake",chat
T501814,O225046,Open,"Cancel order O225046 please, ordered by mistake",email
T501815,O225191,pending,"Great service, jacket fits perfectly. thanks",chat
T501816,O219813,closed,"Cancel order O219813 please, ordered by mistake",chat
T501817,O209349,Open,"the tent O209349 leaked on first use, very disappointed",phone
T501818,O201233,open,"Cancel order O201233 please, ordered by mistake",chat
T501819,O225264,open,"Great service, jacket fits perfectly. thanks",chat
T501820,O211277,closed,Where is my order O211277?? It is 2 weeks late!!!,chat
T501821,,open,Can I change the delivery address for O207895?,chat
T501822,O206523,open,  RETURN REQUEST: item not as described  ,phone
T501823,,open,"Cancel order O211753 please, ordered by mistake",phone
T501824,O211745,closed,"the tent O211745 leaked on first use, very disappointed",email
T501825,O203307,closed,"Great service, jacket fits perfectly. thanks",chat
T501826,O207404,pending,"Order O207404 arrived damaged, the zip is broken",phone
T501827,O211712,open,"Great service, jacket fits perfectly. thanks",phone
T501828,O221421,closed,"Cancel order O221421 please, ordered by mistake",phone
T501829,O218123,open,"the tent O218123 leaked on first use, very disappointed",chat
T501830,O225255,Open,"the tent O225255 leaked on first use, very disappointed",chat
T501831,O213342,open,"the tent O213342 leaked on first use, very disappointed",phone
T501832,,pending,Where is my order O212609?? It is 2 weeks late!!!,phone
T501833,O212303,open,Can I change the delivery address for O212303?,phone
T501834,O217389,Open,Where is my order O217389?? It is 2 weeks late!!!,phone
T501835,O209834,pending,Can I change the delivery address for O209834?,phone
T501836,O203060,Open,"Order O203060 arrived damaged, the zip is broken",chat
T501837,O200793,closed,"Cancel order O200793 please, ordered by mistake",phone
T501838,O215106,closed,"Great service, jacket fits perfectly. thanks",phone
T501839,O203679,Open,  RETURN REQUEST: item not as described  ,email
T501840,,open,  RETURN REQUEST: item not as described  ,chat
T501841,O203494,pending,"I want a refund for O203494, wrong size delivered",chat
T501842,O221697,pending,"Order O221697 arrived damaged, the zip is broken",phone
T501843,O211810,open,Can I change the delivery address for O211810?,phone
T501844,O214078,Open,"Great service, jacket fits perfectly. thanks",chat
T501845,O216599,Open,Can I change the delivery address for O216599?,chat
T501846,O201130,closed,  RETURN REQUEST: item not as described  ,phone
T501847,O201639,closed,"Cancel order O201639 please, ordered by mistake",chat
T501848,O211034,open,  RETURN REQUEST: item not as described  ,phone
T501849,O202014,pending,"I want a refund for O202014, wrong size delivered",chat
T501850,O215584,closed,"the tent O215584 leaked on first use, very disappointed",chat
T501851,O220121,Open,Where is my order O220121?? It is 2 weeks late!!!,chat
T501852,O222267,closed,"I want a refund for O222267, wrong size delivered",chat
T501853,O209558,closed,"Cancel order O209558 please, ordered by mistake",email
T501854,O211032,open,  RETURN REQUEST: item not as described  ,email
T501855,O219997,closed,  RETURN REQUEST: item not as described  ,email
T501856,O225210,closed,"Great service, jacket fits perfectly. thanks",chat
T501857,O216106,open,"Great service, jacket fits perfectly. thanks",email
T501858,O215193,closed,"Cancel order O215193 please, ordered by mistake",phone
T501859,O214782,Open,"I want a refund for O214782, wrong size delivered",email
T501860,,pending,Where is my order O209227?? It is 2 weeks late!!!,phone
T501861,O203792,closed,"the tent O203792 leaked on first use, very disappointed",chat
T501862,O221234,open,Where is my order O221234?? It is 2 weeks late!!!,phone
T501863,O224444,Open,"the tent O224444 leaked on first use, very disappointed",phone
T501864,O215357,open,Where is my order O215357?? It is 2 weeks late!!!,chat
T501865,O214299,closed,"the tent O214299 leaked on first use, very disappointed",email
T501866,,open,"I want a refund for O208560, wrong size delivered",email
T501867,O203468,pending,"Great service, jacket fits perfectly. thanks",chat
T501868,O223358,pending,Can I change the delivery address for O223358?,email
T501869,O220737,Open,"the tent O220737 leaked on first use, very disappointed",email
T501870,O211363,pending,"Order O211363 arrived damaged, the zip is broken",chat
T501871,,open,Can I change the delivery address for O202310?,chat
T501872,,closed,"Great service, jacket fits perfectly. thanks",chat
T501873,O209720,closed,"Great service, jacket fits perfectly. thanks",chat
T501874,O218916,pending,"the tent O218916 leaked on first use, very disappointed",phone
T501875,O216424,pending,"I want a refund for O216424, wrong size delivered",chat
T501876,O225190,closed,  RETURN REQUEST: item not as described  ,email
T501877,O214830,closed,  RETURN REQUEST: item not as described  ,email
T501878,O201170,pending,"the tent O201170 leaked on first use, very disappointed",chat
T501879,O224957,closed,"Great service, jacket fits perfectly. thanks",email
T501880,O208266,pending,  RETURN REQUEST: item not as described  ,email
T501881,O215466,open,"Cancel order O215466 please, ordered by mistake",phone
T501882,O213629,pending,"I want a refund for O213629, wrong size delivered",chat
T501883,O224489,closed,"Order O224489 arrived damaged, the zip is broken",email
T501884,O200762,closed,"Cancel order O200762 please, ordered by mistake",email
T501885,O208860,Open,"Great service, jacket fits perfectly. thanks",chat
T501886,O210030,open,Can I change the delivery address for O210030?,chat
T501887,O221723,pending,"the tent O221723 leaked on first use, very disappointed",email
T501888,O222918,Open,  RETURN REQUEST: item not as described  ,phone
T501889,O218354,closed,"Cancel order O218354 please, ordered by mistake",email
T501890,O212148,closed,  RETURN REQUEST: item not as described  ,chat
T501891,O207973,open,"Cancel order O207973 please, ordered by mistake",phone
T501892,O202702,closed,"the tent O202702 leaked on first use, very disappointed",phone
T501893,O217254,pending,Where is my order O217254?? It is 2 weeks late!!!,phone
T501894,O218903,pending,Where is my order O218903?? It is 2 weeks late!!!,chat
T501895,O207404,pending,  RETURN REQUEST: item not as described  ,chat
T501896,O225630,Open,Can I change the delivery address for O225630?,chat
T501897,O213760,pending,Where is my order O213760?? It is 2 weeks late!!!,email
T501898,,Open,"Great service, jacket fits perfectly. thanks",phone
T501899,O216898,closed,Can I change the delivery address for O216898?,chat
T501900,O204884,Open,Can I change the delivery address for O204884?,phone
T501901,O222288,pending,"the tent O222288 leaked on first use, very disappointed",phone
T501902,O209000,Open,"the tent O209000 leaked on first use, very disappointed",phone
T501903,,pending,Can I change the delivery address for O209995?,chat
T501904,O216980,closed,"Order O216980 arrived damaged, the zip is broken",chat
T501905,O225701,Open,"I want a refund for O225701, wrong size delivered",chat
T501906,O223368,pending,Can I change the delivery address for O223368?,chat
T501907,O200735,Open,  RETURN REQUEST: item not as described  ,chat
T501908,O203014,closed,"I want a refund for O203014, wrong size delivered",phone
T501909,O200995,Open,"I want a refund for O200995, wrong size delivered",chat
T501910,O209114,pending,"Great service, jacket fits perfectly. thanks",chat
T501911,O212676,pending,Where is my order O212676?? It is 2 weeks late!!!,email
T501912,O225868,Open,Where is my order O225868?? It is 2 weeks late!!!,chat
T501913,O211779,pending,  RETURN REQUEST: item not as described  ,chat
T501914,O224732,pending,  RETURN REQUEST: item not as described  ,phone
T501915,O221752,pending,Where is my order O221752?? It is 2 weeks late!!!,chat
T501916,,Open,Can I change the delivery address for O212983?,email
T501917,O211787,Open,"Order O211787 arrived damaged, the zip is broken",phone
T501918,O214936,open,"the tent O214936 leaked on first use, very disappointed",chat
T501919,O206279,Open,Can I change the delivery address for O206279?,phone
T501920,O203665,closed,"I want a refund for O203665, wrong size delivered",phone
T501921,,open,"Great service, jacket fits perfectly. thanks",chat
T501922,,Open,Where is my order O219980?? It is 2 weeks late!!!,phone
T501923,,closed,"I want a refund for O217181, wrong size delivered",chat
T501924,O208860,closed,"Order O208860 arrived damaged, the zip is broken",email
T501925,O213335,Open,"Great service, jacket fits perfectly. thanks",phone
T501926,O209194,pending,"the tent O209194 leaked on first use, very disappointed",email
T501927,O217025,pending,"Order O217025 arrived damaged, the zip is broken",chat
T501928,O210929,Open,"Cancel order O210929 please, ordered by mistake",phone
T501929,O203677,Open,"Great service, jacket fits perfectly. thanks",email
T501930,O203293,Open,"I want a refund for O203293, wrong size delivered",email
T501931,O223188,closed,"Order O223188 arrived damaged, the zip is broken",phone
T501932,O206652,Open,Can I change the delivery address for O206652?,phone
T501933,O220301,pending,"the tent O220301 leaked on first use, very disappointed",email
T501934,O216346,open,Where is my order O216346?? It is 2 weeks late!!!,phone
T501935,O215876,closed,Can I change the delivery address for O215876?,email
T501936,O207855,closed,"Cancel order O207855 please, ordered by mistake",phone
T501937,,pending,"Cancel order O205771 please, ordered by mistake",phone
T501938,O205616,Open,"Great service, jacket fits perfectly. thanks",phone
T501939,O213858,closed,Can I change the delivery address for O213858?,phone
T501940,O216895,open,  RETURN REQUEST: item not as described  ,chat
T501941,O220116,closed,"the tent O220116 leaked on first use, very disappointed",email
T501942,O204286,Open,"Great service, jacket fits perfectly. thanks",chat
T501943,O222689,Open,Where is my order O222689?? It is 2 weeks late!!!,chat
T501944,O214163,open,"I want a refund for O214163, wrong size delivered",phone
T501945,,closed,Can I change the delivery address for O205069?,chat
T501946,O202696,open,"Great service, jacket fits perfectly. thanks",phone
T501947,O224374,open,"I want a refund for O224374, wrong size delivered",chat
T501948,O215296,Open,  RETURN REQUEST: item not as described  ,phone
T501949,O201934,Open,"Cancel order O201934 please, ordered by mistake",chat
T501950,O224641,open,"the tent O224641 leaked on first use, very disappointed",chat
T501951,O201411,Open,"the tent O201411 leaked on first use, very disappointed",chat
T501952,O210673,open,  RETURN REQUEST: item not as described  ,chat
T501953,O201093,Open,"Great service, jacket fits perfectly. thanks",phone
T501954,O219990,Open,"Great service, jacket fits perfectly. thanks",email
T501955,O210630,open,Where is my order O210630?? It is 2 weeks late!!!,phone
T501956,O219466,Open,"Great service, jacket fits perfectly. thanks",email
T501957,O217805,closed,  RETURN REQUEST: item not as described  ,email
T501958,O213830,closed,Where is my order O213830?? It is 2 weeks late!!!,phone
T501959,O221036,closed,Can I change the delivery address for O221036?,email
T501960,O223530,pending,"Great service, jacket fits perfectly. thanks",phone
T501961,O203175,closed,"Order O203175 arrived damaged, the zip is broken",chat
T501962,O203990,pending,Can I change the delivery address for O203990?,chat
T501963,,closed,"Order O213033 arrived damaged, the zip is broken",chat
T501964,O216363,open,"the tent O216363 leaked on first use, very disappointed",phone
T501965,O222624,pending,"Order O222624 arrived damaged, the zip is broken",chat
T501966,,Open,"Great service, jacket fits perfectly. thanks",email
T501967,O212242,Open,"Order O212242 arrived damaged, the zip is broken",phone
T501968,O223824,closed,"I want a refund for O223824, wrong size delivered",email
T501969,O206516,closed,Can I change the delivery address for O206516?,phone
T501970,O216134,closed,Can I change the delivery address for O216134?,email
T501971,O213673,open,  RETURN REQUEST: item not as described  ,chat
T501972,O200687,pending,Where is my order O200687?? It is 2 weeks late!!!,phone
T501973,O225023,Open,"Order O225023 arrived damaged, the zip is broken",chat
T501974,O218148,pending,"Cancel order O218148 please, ordered by mistake",email
T501975,O225311,open,"Cancel order O225311 please, ordered by mistake",chat
T501976,O213662,Open,Can I change the delivery address for O213662?,phone
T501977,O214261,pending,  RETURN REQUEST: item not as described  ,phone
T501978,O224235,Open,"Order O224235 arrived damaged, the zip is broken",chat
T501979,,closed,"Cancel order O212751 please, ordered by mistake",email
T501980,O223305,closed,Can I change the delivery address for O223305?,phone
T501981,O221386,pending,"Order O221386 arrived damaged, the zip is broken",email
T501982,O212218,open,"Great service, jacket fits perfectly. thanks",phone
T501983,O202312,pending,Where is my order O202312?? It is 2 weeks late!!!,phone
T501984,O219148,Open,"I want a refund for O219148, wrong size delivered",email
T501985,O202662,pending,"Order O202662 arrived damaged, the zip is broken",phone
T501986,O211157,pending,Can I change the delivery address for O211157?,phone
T501987,O218304,pending,"the tent O218304 leaked on first use, very disappointed",email
T501988,O203254,pending,  RETURN REQUEST: item not as described  ,phone
T501989,O207994,Open,"the tent O207994 leaked on first use, very disappointed",phone
T501990,O216723,closed,Where is my order O216723?? It is 2 weeks late!!!,phone
T501991,O219869,Open,"Cancel order O219869 please, ordered by mistake",chat
T501992,O210732,pending,Where is my order O210732?? It is 2 weeks late!!!,email
T501993,O219309,open,"I want a refund for O219309, wrong size delivered",email
T501994,O216491,closed,"Order O216491 arrived damaged, the zip is broken",email
T501995,,pending,"the tent O200062 leaked on first use, very disappointed",phone
