order_id,customer_id,order_date,channel,status
O213044,C13316,2023-03-31,Online,delivered
O213045,C10563,08/11/2024,online,delivered
O213046,C13852,01-01-2024,online,delivered
O213047,C11133,22 Sep 2024,Marketplace,delivered
O213048,C13878,2024-07-06,online,returned
O213049,C12140,12/12/2023,Phone,delivered
O213050,C13521,08-25-2024,online,shipped
O213051,C11289,13 Jul 2024,Marketplace,delivered
O213052,C13035,2023-01-04,Online,delivered
O213053,C12066,03/07/2024,Marketplace,shipped
O213054,C12586,01-09-2024,online,shipped
O213055,C12172,25 Oct 2024,Retail Store,cancelled
O213056,C13946,2024-09-29,Marketplace,delivered
O213057,C12942,30/05/2023,marketplace,delivered
O213058,C11007,01-20-2023,marketplace,cancelled
O213059,C12491,22 Jun 2023,Retail Store,delivered
O213060,C11464,2024-07-31,Retail Store,delivered
O213061,C12791,10/11/2024,online,delivered
O213062,C11917,06-25-2024,Phone,delivered
O213063,C10873,08 Oct 2024,Online,delivered
O213064,C10894,2024-03-17,Online,delivered
O213065,C11692,07/01/2024,Retail Store,delivered
O213066,C11930,12-20-2024,Retail Store,delivered
O213067,C13300,12 Mar 2023,online,returned
O213068,C12552,2023-12-01,Retail Store,Delivered
O213069,C13008,02/09/2023,Phone,delivered
O213070,C10595,04-18-2023,online,cancelled
O213071,C10728,03 Apr 2024,Marketplace,Delivered
O213072,C10147,2023-08-20,marketplace,delivered
O213073,C10255,17/12/2023,Phone,Delivered
O213074,C10584,04-30-2023,Phone,returned
O213075,C12612,18 Nov 2023,marketplace,delivered
O213076,C11827,2023-06-25,marketplace,processing
O213077,C11776,20/11/2024,Phone,delivered
O213078,C12958,01-21-2024,marketplace,delivered
O213079,C11641,20 Sep 2024,Online,delivered
O213080,C10026,2023-12-26,Retail Store,delivered
O213081,C10100,07/02/2023,marketplace,delivered
O213082,C10717,06-20-2024,Phone,processing
O213083,C11526,11 Feb 2023,Online,shipped
O213084,C13531,2023-11-20,Phone,returned
O213085,C10714,11/02/2024,Online,shipped
O213086,C12939,09-03-2024,online,cancelled
O213087,C10137,21 Nov 2024,Online,delivered
O213088,C10434,2023-06-29,Marketplace,cancelled
O213089,C11595,24/05/2024,Marketplace,cancelled
O213090,C12546,12-20-2023,Phone,Delivered
O213091,C13299,23 Aug 2024,Marketplace,shipped
O213092,C12961,2024-12-08,Online,shipped
O213093,C13565,30/01/2024,online,delivered
O213094,C11734,09-09-2023,Retail Store,delivered
O213095,C10952,19 Sep 2024,Phone,returned
O213096,C11682,2024-01-25,marketplace,delivered
O213097,C11099,15/11/2024,Phone,delivered
O213098,C11421,02-28-2024,marketplace,shipped
O213099,C10394,07 Dec 2024,marketplace,delivered
O213100,C13070,2023-01-16,Retail Store,cancelled
O213101,C13637,29/07/2024,Marketplace,Delivered
O213102,C10382,11-01-2023,marketplace,processing
O213103,C10260,28 May 2024,Marketplace,shipped
O213104,C13212,2024-12-08,Retail Store,Delivered
O213105,C13749,15/05/2024,Retail Store,delivered
O213106,C10064,08-03-2024,Phone,delivered
O213107,C12565,19 May 2023,Retail Store,delivered
O213108,C11659,2023-05-30,Retail Store,shipped
O213109,C13145,05/03/2024,Online,shipped
O213110,C12063,12-04-2023,Marketplace,delivered
O213111,C10879,08 Apr 2023,Phone,Delivered
O213112,C11161,2024-07-20,marketplace,delivered
O213113,C12430,23/06/2024,Marketplace,shipped
O213114,C11034,03-22-2023,Retail Store,cancelled
O213115,C10435,12 Feb 2023,Retail Store,delivered
O213116,C12129,2023-11-13,Retail Store,shipped
O213117,C12634,27/04/2024,online,delivered
O213118,C13194,11-19-2024,marketplace,delivered
O213119,C12401,06 Dec 2023,Retail Store,shipped
O213120,C11609,2023-03-15,marketplace,delivered
O213121,C13295,26/10/2024,online,delivered
O213122,C11829,04-20-2023,Online,Delivered
O213123,C12579,01 May 2024,marketplace,shipped
O213124,C13607,2023-11-27,Online,Delivered
O213125,C13886,25/11/2024,marketplace,delivered
O213126,C11775,06-29-2024,online,delivered
O213127,C11961,01 Jan 2023,marketplace,delivered
O213128,C13478,2023-11-11,marketplace,returned
O213129,C12207,08/06/2023,marketplace,shipped
O213130,C13016,09-06-2023,Retail Store,delivered
O213131,C10303,21 Nov 2023,Phone,delivered
O213132,C13295,2024-02-06,Retail Store,delivered
O213133,C10432,19/09/2024,online,delivered
O213134,C11555,03-18-2023,Marketplace,shipped
O213135,C10694,09 Dec 2023,Marketplace,delivered
O213136,C13714,2024-11-02,Online,delivered
O213137,C10473,05/12/2023,Marketplace,delivered
O213138,C12182,01-18-2024,Online,shipped
O213139,C10549,01 Sep 2024,Phone,delivered
O213140,C10074,2024-07-06,Online,shipped
O213141,C11041,10/01/2024,Retail Store,delivered
O213142,C10311,12-18-2024,Retail Store,delivered
O213143,C11113,01 Feb 2023,online,returned
O213144,C10642,2023-02-18,Retail Store,delivered
O213145,C12782,03/12/2023,Online,delivered
O213146,C10685,05-19-2023,Phone,delivered
O213147,C11945,09 Jul 2023,Phone,delivered
O213148,C10001,2023-05-12,Online,delivered
O213149,C13708,18/06/2024,online,shipped
O213150,C11767,12-01-2023,Retail Store,delivered
O213151,C11371,20 Oct 2024,Online,processing
O213152,C11298,2023-08-08,online,cancelled
O213153,C10253,18/04/2024,Phone,returned
O213154,C11035,07-07-2023,Marketplace,shipped
O213155,C13376,13 Jan 2023,Phone,delivered
O213156,C11544,2024-06-15,online,shipped
O213157,C13370,08/05/2023,Marketplace,Delivered
O213158,C10715,06-19-2024,Phone,cancelled
O213159,C11453,16 Jun 2024,online,delivered
O213160,C12527,2024-05-28,marketplace,delivered
O213161,C10281,22/03/2024,Retail Store,shipped
O213162,C11413,11-16-2024,online,delivered
O213163,C13523,08 Mar 2023,Online,processing
O213164,C11978,2024-12-04,Phone,delivered
O213165,C13734,27/02/2023,Online,shipped
O213166,C10569,12-30-2023,Online,shipped
O213167,C13988,01 Dec 2024,Retail Store,delivered
O213168,C13513,2023-08-25,Online,shipped
O213169,C11564,24/10/2024,Phone,processing
O213170,C12249,03-23-2024,marketplace,processing
O213171,C10508,06 Nov 2024,Online,delivered
O213172,C10628,2023-02-12,Phone,delivered
O213173,C11511,19/02/2024,Marketplace,delivered
O213174,C11309,06-15-2023,marketplace,delivered
O213175,C12342,16 Jan 2023,online,delivered
O213176,C13617,2024-06-15,Phone,delivered
O213177,C10173,07/08/2024,Online,delivered
O213178,C13350,07-27-2024,Phone,delivered
O213179,C11096,18 Jul 2024,online,processing
O213180,C12605,2024-09-21,Online,shipped
O213181,C13767,20/12/2023,Online,delivered
O213182,C12934,11-01-2023,Online,delivered
O213183,C10176,26 Aug 2024,online,delivered
O213184,C12371,2024-05-26,Marketplace,Delivered
O213185,C10603,25/06/2023,online,delivered
O213186,C11014,12-06-2023,Marketplace,Delivered
O213187,C12324,10 Jun 2023,online,delivered
O213188,C12330,2024-09-02,marketplace,Delivered
O213189,C13830,05/08/2023,Retail Store,delivered
O213190,C11135,04-18-2024,Marketplace,delivered
O213191,C13761,26 Jul 2024,Online,delivered
O213192,C11742,2024-12-28,Retail Store,delivered
O213193,C11030,05/12/2023,Online,delivered
O213194,C12492,11-10-2024,Retail Store,delivered
O213195,C12455,24 May 2024,marketplace,shipped
O213196,C13593,2023-01-08,Retail Store,delivered
O213197,C13860,18/11/2023,marketplace,shipped
O213198,C12657,11-19-2023,Online,delivered
O213199,C12518,16 Apr 2023,Retail Store,delivered
O213200,C11148,2023-12-07,Online,delivered
O213201,C10886,13/04/2023,Phone,delivered
O213202,C12375,10-21-2024,Phone,shipped
O213203,C12774,07 Nov 2023,online,cancelled
O213204,C11471,2023-06-10,marketplace,delivered
O213205,C12044,30/03/2024,marketplace,cancelled
O213206,C12298,11-05-2024,Retail Store,delivered
O213207,C11975,06 Dec 2024,Retail Store,shipped
O213208,C10183,2024-11-19,Phone,delivered
O213209,C11953,15/11/2024,Retail Store,Delivered
O213210,C10855,11-01-2023,Retail Store,delivered
O213211,C10450,06 Jan 2024,online,delivered
O213212,C11874,2023-11-11,Retail Store,Delivered
O213213,C13157,01/12/2024,online,delivered
O213214,C13187,03-23-2023,Online,delivered
O213215,C11387,18 Feb 2024,Marketplace,Delivered
O213216,C12272,2023-08-05,online,Delivered
O213217,C10739,02/11/2024,Online,shipped
O213218,C11122,10-25-2023,Online,cancelled
O213219,C11763,07 Nov 2024,Phone,delivered
O213220,C11559,2024-12-03,Retail Store,shipped
O213221,C12572,31/05/2023,online,delivered
O213222,C12981,08-11-2024,online,delivered
O213223,C12213,02 Nov 2023,Retail Store,shipped
O213224,C10115,2023-11-23,online,delivered
O213225,C13276,29/08/2023,Retail Store,returned
O213226,C11820,04-13-2024,Retail Store,delivered
O213227,C13373,29 Oct 2023,Phone,delivered
O213228,C11095,2024-07-30,online,delivered
O213229,C12482,01/09/2024,online,shipped
O213230,C10979,11-20-2023,Retail Store,delivered
O213231,C12206,05 Jan 2023,Retail Store,delivered
O213232,C13347,2023-02-27,Marketplace,Delivered
O213233,C12266,29/08/2023,Marketplace,delivered
O213234,C13992,12-13-2024,Retail Store,Delivered
O213235,C11572,19 Nov 2023,online,shipped
O213236,C10507,2024-08-03,marketplace,processing
O213237,C11877,06/12/2024,Marketplace,delivered
O213238,C13331,10-28-2023,online,Delivered
O213239,C12106,24 Feb 2024,Online,Delivered
O213240,C12445,2024-11-03,Online,delivered
O213241,C13203,11/04/2024,Phone,processing
O213242,C11050,04-09-2023,Marketplace,shipped
O213243,C12983,25 Aug 2024,Phone,delivered
O213244,C13815,2024-11-23,Retail Store,processing
O213245,C10782,24/08/2024,Online,delivered
O213246,C10740,08-10-2024,Phone,delivered
O213247,C13911,12 Aug 2024,marketplace,delivered
O213248,C13887,2024-04-09,marketplace,delivered
O213249,C13861,06/08/2023,Online,delivered
O213250,C13429,11-26-2024,Online,returned
O213251,C11116,23 Apr 2023,Phone,cancelled
O213252,C12243,2024-10-14,Phone,shipped
O213253,C13995,06/11/2023,Online,delivered
O213254,C12810,06-02-2024,Marketplace,shipped
O213255,C12100,25 Sep 2024,Retail Store,delivered
O213256,C12432,2024-09-19,Marketplace,processing
O213257,C10906,22/05/2023,Phone,delivered
O213258,C11404,04-07-2024,Marketplace,delivered
O213259,C12881,08 Jul 2023,online,delivered
O213260,C13855,2023-04-09,Retail Store,cancelled
O213261,C10191,13/01/2024,Phone,shipped
O213262,C11658,12-27-2024,Online,delivered
O213263,C12750,24 Dec 2024,marketplace,delivered
O213264,C11859,2024-03-05,Retail Store,Delivered
O213265,C13340,27/08/2024,Retail Store,Delivered
O213266,C12582,08-08-2023,Online,delivered
O213267,C11402,16 Jul 2023,Online,cancelled
O213268,C13059,2024-06-30,Retail Store,shipped
O213269,C11338,08/09/2024,Marketplace,delivered
O213270,C11651,07-31-2024,Online,delivered
O213271,C11089,02 Apr 2023,Marketplace,delivered
O213272,C13994,2023-11-04,Phone,Delivered
O213273,C11629,08/02/2023,Retail Store,returned
O213274,C13815,09-08-2024,marketplace,delivered
O213275,C12293,01 Oct 2023,Retail Store,shipped
O213276,C10501,2023-12-04,Online,delivered
O213277,C13048,10/03/2024,Marketplace,delivered
O213278,C10781,01-01-2023,Online,cancelled
O213279,C13546,04 Nov 2023,Retail Store,Delivered
O213280,C13859,2024-07-19,online,delivered
O213281,C12194,09/09/2023,marketplace,shipped
O213282,C11594,03-03-2024,Online,Delivered
O213283,C11899,22 Dec 2024,Retail Store,delivered
O213284,C13101,2023-04-14,Online,delivered
O213285,C11498,24/08/2023,Phone,returned
O213286,C10201,06-10-2024,marketplace,returned
O213287,C12381,27 Mar 2024,Marketplace,returned
O213288,C12958,2024-12-23,Phone,Delivered
O213289,C10579,31/01/2023,Online,delivered
O213290,C11438,11-13-2024,Marketplace,Delivered
O213291,C11867,27 Dec 2023,Phone,cancelled
O213292,C12452,2023-07-19,Retail Store,processing
O213293,C12035,04/01/2024,Phone,Delivered
O213294,C13019,11-27-2023,Phone,delivered
O213295,C12517,07 Jun 2023,Phone,delivered
O213296,C12854,2023-07-12,Online,Delivered
O213297,C10274,10/09/2023,online,cancelled
O213298,C13677,02-16-2024,marketplace,returned
O213299,C11718,14 Mar 2023,Retail Store,delivered
O213300,C11694,2023-03-19,marketplace,delivered
O213301,C13047,19/10/2023,Online,cancelled
O213302,C11661,07-01-2024,Marketplace,delivered
O213303,C13136,23 Dec 2024,Phone,delivered
O213304,C13299,2023-01-11,online,delivered
O213305,C12172,21/12/2024,marketplace,delivered
O213306,C12262,06-12-2024,Online,delivered
O213307,C13487,22 Nov 2024,online,delivered
O213308,C12988,2024-02-02,online,processing
O213309,C13019,17/12/2023,online,delivered
O213310,C12797,09-07-2024,Retail Store,cancelled
O213311,C13189,15 Feb 2024,Phone,delivered
O213312,C13078,2024-11-21,Online,processing
O213313,C13171,19/11/2024,Retail Store,delivered
O213314,C11622,01-28-2024,Online,delivered
O213315,C12914,06 Mar 2024,Marketplace,shipped
O213316,C12062,2023-12-15,Marketplace,Delivered
O213317,C13424,15/06/2024,Online,delivered
O213318,C11973,06-09-2024,online,delivered
O213319,C10387,12 May 2024,online,delivered
O213320,C13259,2023-02-24,Online,delivered
O213321,C12015,17/12/2024,Retail Store,delivered
O213322,C10166,10-22-2023,online,delivered
O213323,C13301,05 Aug 2023,online,delivered
O213324,C10201,2023-07-05,Phone,shipped
O213325,C10437,02/03/2023,online,delivered
O213326,C12841,12-15-2023,online,delivered
O213327,C10620,06 Feb 2023,Retail Store,delivered
O213328,C11077,2023-05-22,Phone,shipped
O213329,C11606,05/01/2023,online,delivered
O213330,C13897,06-03-2023,Marketplace,delivered
O213331,C12256,29 Dec 2024,Phone,delivered
O213332,C13884,2024-02-06,Phone,shipped
O213333,C12895,28/02/2023,Marketplace,shipped
O213334,C11153,02-26-2024,marketplace,Delivered
O213335,C12243,30 Mar 2024,Online,Delivered
O213336,C11341,2024-02-12,marketplace,delivered
O213337,C10866,22/10/2023,online,shipped
O213338,C12134,05-18-2024,online,returned
O213339,C13391,06 May 2023,Retail Store,delivered
O213340,C13157,2023-07-12,marketplace,returned
O213341,C11059,29/12/2024,Retail Store,delivered
O213342,C11034,11-28-2023,online,delivered
O213343,C13432,10 May 2023,marketplace,shipped
O213344,C12528,2023-07-10,Marketplace,delivered
O213345,C11980,16/07/2024,marketplace,processing
O213346,C13291,04-13-2023,Marketplace,delivered
O213347,C10161,04 Nov 2023,Marketplace,shipped
O213348,C13012,2023-10-16,Online,delivered
O213349,C11918,20/07/2023,Retail Store,delivered
O213350,C11942,12-23-2023,Online,shipped
O213351,C12616,07 Apr 2023,online,delivered
O213352,C10900,2023-12-15,marketplace,Delivered
O213353,C13519,29/01/2023,Online,processing
O213354,C10337,12-20-2024,online,delivered
O213355,C12328,02 Apr 2024,Online,Delivered
O213356,C11903,2023-03-07,Retail Store,Delivered
O213357,C13965,17/06/2023,Retail Store,cancelled
O213358,C12601,07-27-2024,marketplace,delivered
O213359,C11522,22 Jul 2024,Online,shipped
O213360,C11684,2023-11-08,Online,Delivered
O213361,C10982,11/05/2023,Retail Store,delivered
O213362,C10204,02-02-2024,Online,Delivered
O213363,C11773,31 Aug 2023,Online,shipped
O213364,C10085,2023-03-26,Marketplace,shipped
O213365,C12633,31/10/2023,Phone,delivered
O213366,C13607,08-08-2024,Online,delivered
O213367,C10379,04 Nov 2023,online,shipped
O213368,C13886,2023-02-05,Phone,delivered
O213369,C10360,16/04/2023,Marketplace,delivered
O213370,C11901,03-25-2024,online,delivered
O213371,C12497,20 Jan 2024,Phone,delivered
O213372,C12563,2024-06-02,Marketplace,shipped
O213373,C11535,04/03/2024,Phone,shipped
O213374,C10178,12-31-2023,Retail Store,shipped
O213375,C13132,22 Dec 2023,marketplace,delivered
O213376,C11851,2024-12-16,Retail Store,shipped
O213377,C11054,07/11/2024,Marketplace,shipped
O213378,C11803,11-15-2023,online,delivered
O213379,C11733,15 May 2024,online,Delivered
O213380,C12385,2023-01-18,Online,delivered
O213381,C12060,19/01/2023,Retail Store,Delivered
O213382,C12397,10-07-2023,online,shipped
O213383,C13769,11 Aug 2024,Retail Store,delivered
O213384,C13688,2024-12-02,Retail Store,delivered
O213385,C10029,09/06/2024,Marketplace,cancelled
O213386,C12576,06-30-2024,Online,delivered
O213387,C10867,29 Jan 2023,Retail Store,cancelled
O213388,C10272,2024-12-04,Phone,delivered
O213389,C10368,18/03/2023,Online,returned
O213390,C12552,12-10-2024,Phone,delivered
O213391,C13965,05 May 2023,Online,delivered
O213392,C13123,2023-01-30,Phone,delivered
O213393,C10528,26/02/2024,Retail Store,shipped
O213394,C10841,04-10-2023,marketplace,shipped
O213395,C13292,26 Jan 2023,Phone,cancelled
O213396,C12427,2024-05-27,marketplace,delivered
O213397,C12080,28/07/2024,marketplace,cancelled
O213398,C10733,09-15-2023,Online,delivered
O213399,C13129,30 Jan 2024,online,delivered
O213400,C13335,2024-03-17,Phone,processing
O213401,C11206,21/05/2023,Phone,delivered
O213402,C13993,12-08-2023,online,delivered
O213403,C11901,30 Apr 2024,Marketplace,Delivered
O213404,C10155,2024-11-16,Retail Store,shipped
O213405,C13911,30/11/2023,Phone,delivered
O213406,C10777,06-24-2024,Phone,cancelled
O213407,C10380,02 Jan 2024,marketplace,processing
O213408,C11812,2024-07-01,marketplace,delivered
O213409,C12482,11/09/2024,Marketplace,processing
O213410,C12515,01-28-2024,Phone,delivered
O213411,C13833,23 Feb 2023,Phone,Delivered
O213412,C11849,2024-11-12,Retail Store,returned
O213413,C10506,30/03/2024,Retail Store,delivered
O213414,C11815,03-30-2024,Retail Store,cancelled
O213415,C13360,09 Jan 2024,marketplace,shipped
O213416,C10046,2023-06-02,Phone,delivered
O213417,C11104,26/12/2023,online,returned
O213418,C12705,02-03-2024,Retail Store,delivered
O213419,C10802,16 Nov 2023,Phone,delivered
O213420,C11947,2023-05-12,online,delivered
O213421,C10665,18/08/2024,marketplace,shipped
O213422,C10505,12-15-2023,marketplace,shipped
O213423,C12942,25 Jun 2024,online,shipped
O213424,C13115,2023-02-11,online,delivered
O213425,C10143,05/01/2024,Marketplace,shipped
O213426,C12144,03-06-2023,marketplace,Delivered
O213427,C11682,24 Jul 2024,Online,delivered
O213428,C11471,2024-03-12,Phone,delivered
O213429,C12787,12/12/2023,Marketplace,delivered
O213430,C12550,12-21-2024,Online,shipped
O213431,C10558,14 Oct 2023,marketplace,delivered
O213432,C13888,2023-12-01,Marketplace,shipped
O213433,C10896,28/07/2024,Retail Store,returned
O213434,C12189,01-23-2024,online,delivered
O213435,C10609,19 May 2024,marketplace,returned
O213436,C12404,2024-12-22,Retail Store,delivered
O213437,C10104,21/06/2024,marketplace,delivered
O213438,C11077,05-13-2023,marketplace,delivered
O213439,C11826,03 Jul 2023,Phone,shipped
O213440,C10393,2024-11-10,Phone,shipped
O213441,C11987,12/02/2023,Phone,delivered
O213442,C12323,01-09-2024,Marketplace,returned
O213443,C13782,24 Nov 2024,online,delivered
O213444,C11499,2024-08-31,Online,shipped
O213445,C12912,12/04/2023,online,cancelled
O213446,C11057,07-30-2024,Retail Store,delivered
O213447,C13880,15 Nov 2023,online,returned
O213448,C13858,2024-11-22,marketplace,shipped
O213449,C13027,05/03/2024,Retail Store,delivered
O213450,C10853,02-13-2024,Phone,delivered
O213451,C13915,08 Jan 2023,Online,Delivered
O213452,C11596,2023-08-08,Online,returned
O213453,C10992,27/11/2023,Retail Store,processing
O213454,C11607,07-15-2024,online,delivered
O213455,C10670,19 Jan 2024,Phone,Delivered
O213456,C11434,2024-11-03,Marketplace,returned
O213457,C11565,31/01/2023,marketplace,delivered
O213458,C13987,10-11-2023,marketplace,delivered
O213459,C11967,27 Mar 2024,Marketplace,shipped
O213460,C12965,2024-05-19,Marketplace,delivered
O213461,C13298,03/01/2024,online,delivered
O213462,C13778,11-21-2023,Retail Store,delivered
O213463,C12165,04 Mar 2023,online,Delivered
O213464,C12339,2024-06-21,Phone,processing
O213465,C13809,23/11/2024,Online,delivered
O213466,C12723,09-28-2024,Phone,delivered
O213467,C11154,26 Jun 2024,Online,delivered
O213468,C12377,2024-04-28,Retail Store,shipped
O213469,C12315,27/08/2024,marketplace,cancelled
O213470,C12344,08-31-2024,Retail Store,shipped
O213471,C12606,07 Jan 2023,Phone,shipped
O213472,C11725,2023-11-05,Phone,cancelled
O213473,C10623,09/11/2024,Phone,shipped
O213474,C11459,11-02-2024,marketplace,Delivered
O213475,C13142,03 Jul 2024,Phone,shipped
O213476,C13999,2023-09-29,Retail Store,delivered
O213477,C12557,19/09/2024,Online,delivered
O213478,C13111,07-23-2023,Marketplace,shipped
O213479,C10767,16 Jul 2023,Retail Store,shipped
O213480,C13138,2024-02-02,Online,delivered
O213481,C11654,03/03/2024,online,delivered
O213482,C12810,11-03-2023,Online,delivered
O213483,C12563,01 Apr 2024,Online,returned
O213484,C13042,2024-07-03,marketplace,delivered
O213485,C12933,08/06/2023,online,delivered
O213486,C12584,09-11-2023,Marketplace,returned
O213487,C11669,24 Jun 2024,Marketplace,delivered
O213488,C13255,2024-12-02,online,cancelled
O213489,C12889,16/11/2024,Retail Store,delivered
O213490,C10552,04-24-2023,Retail Store,returned
O213491,C11042,02 Mar 2024,Phone,processing
O213492,C11076,2024-09-21,Phone,delivered
O213493,C11220,28/07/2023,Online,delivered
O213494,C12811,05-06-2024,marketplace,delivered
O213495,C10047,03 Dec 2023,marketplace,delivered
O213496,C11042,2024-05-23,Phone,shipped
O213497,C11950,29/01/2023,Marketplace,delivered
O213498,C10712,10-02-2023,Retail Store,delivered
O213499,C10753,27 Sep 2023,marketplace,shipped
O213500,C11723,2023-11-29,marketplace,cancelled
O213501,C12408,11/04/2023,Retail Store,delivered
O213502,C11338,12-07-2023,marketplace,delivered
O213503,C13862,06 Feb 2024,Online,Delivered
O213504,C11676,2023-01-24,Phone,delivered
O213505,C13998,22/09/2023,Retail Store,shipped
O213506,C12252,06-05-2023,online,Delivered
O213507,C11497,21 Dec 2024,online,delivered
O213508,C10456,2023-04-25,Online,shipped
O213509,C12934,22/04/2024,online,delivered
O213510,C12154,11-23-2023,Online,delivered
O213511,C13842,10 Sep 2023,online,delivered
O213512,C13868,2024-11-03,marketplace,processing
O213513,C12093,24/05/2024,Marketplace,delivered
O213514,C10984,04-16-2024,Retail Store,delivered
O213515,C11335,24 Mar 2023,Phone,delivered
O213516,C10285,2023-08-16,marketplace,shipped
O213517,C10623,31/08/2023,Online,delivered
O213518,C11651,12-06-2023,Marketplace,Delivered
O213519,C10704,30 Nov 2024,Retail Store,delivered
O213520,C13426,2023-11-24,Retail Store,cancelled
O213521,C13416,15/10/2023,online,processing
O213522,C10701,03-04-2023,Phone,delivered
O213523,C11035,16 Nov 2023,Online,delivered
O213524,C13309,2023-02-15,Online,delivered
O213525,C11082,08/11/2023,Retail Store,delivered
O213526,C11041,12-19-2024,Phone,returned
O213527,C12986,19 Feb 2024,marketplace,processing
O213528,C11606,2023-07-03,Retail Store,delivered
O213529,C13347,20/09/2023,online,shipped
O213530,C12116,03-03-2024,online,shipped
O213531,C10833,17 Jan 2023,online,shipped
O213532,C10612,2024-11-22,Marketplace,delivered
O213533,C12754,10/03/2024,Phone,cancelled
O213534,C11790,12-29-2023,Marketplace,delivered
O213535,C11786,09 Jul 2024,Marketplace,cancelled
O213536,C12720,2023-06-25,Retail Store,delivered
O213537,C11106,20/01/2023,online,returned
O213538,C13995,04-11-2024,Online,delivered
O213539,C12080,21 May 2023,Online,delivered
O213540,C13440,2023-01-11,Retail Store,delivered
O213541,C13109,03/12/2024,Phone,delivered
O213542,C12431,09-10-2024,marketplace,delivered
O213543,C10397,11 Apr 2023,Phone,shipped
O213544,C12946,2024-11-20,online,delivered
O213545,C10284,01/03/2023,marketplace,delivered
O213546,C12949,09-23-2024,Marketplace,Delivered
O213547,C13646,28 Nov 2023,Online,shipped
O213548,C12130,2024-01-17,Online,shipped
O213549,C13853,28/05/2024,marketplace,shipped
O213550,C12509,03-28-2023,online,shipped
O213551,C12114,25 Nov 2024,Retail Store,delivered
O213552,C12128,2023-05-07,marketplace,delivered
O213553,C10574,08/12/2024,Online,returned
O213554,C10265,03-22-2023,online,shipped
O213555,C10314,01 Jun 2023,Online,processing
O213556,C13580,2023-02-20,Marketplace,processing
O213557,C10623,21/11/2023,Online,delivered
O213558,C12547,03-21-2024,marketplace,Delivered
O213559,C11130,20 Apr 2024,Online,shipped
O213560,C11532,2024-10-15,Marketplace,Delivered
O213561,C12735,26/01/2024,Marketplace,delivered
O213562,C13487,01-10-2024,marketplace,shipped
O213563,C10440,14 Oct 2023,marketplace,delivered
O213564,C12098,2024-05-12,Retail Store,Delivered
O213565,C10547,25/11/2024,Phone,shipped
O213566,C10805,11-04-2023,online,delivered
O213567,C12852,05 Nov 2023,Phone,delivered
O213568,C10119,2023-10-29,Phone,delivered
O213569,C11029,19/07/2023,marketplace,Delivered
O213570,C12230,02-29-2024,Marketplace,delivered
O213571,C10864,03 Apr 2023,Online,delivered
O213572,C11541,2024-10-21,Retail Store,shipped
O213573,C12330,01/05/2023,Retail Store,delivered
O213574,C13605,06-02-2023,Retail Store,delivered
O213575,C10315,02 Mar 2023,Online,shipped
O213576,C12030,2023-11-14,Phone,shipped
O213577,C12516,14/08/2024,Marketplace,shipped
O213578,C11915,11-26-2024,Online,Delivered
O213579,C10076,06 Dec 2023,Online,shipped
O213580,C13043,2023-07-26,marketplace,shipped
O213581,C10932,17/07/2024,Marketplace,delivered
O213582,C10395,06-14-2024,online,delivered
O213583,C11801,08 Jun 2024,online,delivered
O213584,C10764,2023-12-09,Online,cancelled
O213585,C12523,27/02/2024,Marketplace,delivered
O213586,C12158,02-24-2023,Online,shipped
O213587,C10815,08 Aug 2023,marketplace,delivered
O213588,C13675,2024-12-02,Retail Store,Delivered
O213589,C13516,06/02/2023,online,processing
O213590,C11258,09-22-2023,Retail Store,delivered
O213591,C13676,18 Jul 2023,Phone,delivered
O213592,C11303,2023-04-25,Retail Store,delivered
O213593,C11922,01/12/2024,online,returned
O213594,C12263,04-21-2023,Phone,delivered
O213595,C11089,28 Dec 2023,Online,cancelled
O213596,C12403,2024-10-25,online,delivered
O213597,C10441,04/01/2023,Marketplace,processing
O213598,C12420,04-06-2023,Marketplace,delivered
O213599,C13754,28 Oct 2023,Retail Store,delivered
O213600,C11294,2023-05-10,Retail Store,returned
O213601,C10534,10/06/2023,marketplace,returned
O213602,C12315,03-21-2024,Online,delivered
O213603,C11194,30 May 2023,Marketplace,Delivered
O213604,C12972,2024-05-02,marketplace,delivered
O213605,C11315,28/11/2024,online,processing
O213606,C10250,07-21-2023,marketplace,cancelled
O213607,C11073,06 Jul 2023,Marketplace,returned
O213608,C13309,2023-01-10,Retail Store,cancelled
O213609,C10008,14/01/2023,Phone,Delivered
O213610,C13544,11-20-2023,Online,delivered
O213611,C10828,28 Dec 2023,online,processing
O213612,C11091,2023-06-10,marketplace,delivered
O213613,C12994,11/10/2023,Online,processing
O213614,C13732,05-04-2023,Online,delivered
O213615,C10821,08 Jun 2024,Phone,Delivered
O213616,C13649,2023-11-19,Online,Delivered
O213617,C13056,25/07/2024,Phone,delivered
O213618,C10107,02-14-2024,marketplace,delivered
O213619,C11663,13 Nov 2023,Phone,shipped
O213620,C11013,2024-04-21,Online,delivered
O213621,C10324,07/01/2023,online,shipped
O213622,C13695,06-16-2024,online,delivered
O213623,C13307,11 Nov 2023,marketplace,delivered
O213624,C13495,2024-01-13,online,delivered
O213625,C12540,21/01/2024,online,delivered
O213626,C12915,02-21-2024,Marketplace,delivered
O213627,C12448,27 Jun 2024,Marketplace,delivered
O213628,C10186,2023-04-08,Retail Store,delivered
O213629,C10600,27/12/2023,Online,shipped
O213630,C13553,03-14-2023,Retail Store,delivered
