order_id,product_id,quantity,unit_price,discount
O214772,P1082,5,379.4,0.0
O214773,P1106,2,270.17,0.15
O214773,P1048,1,65.04,0.05
O214773,P1043,3,584.45,0.15
O214774,P1116,1,277.81,0.0
O214774,P1108,5,160.48,0.15
O214775,P1101,3,334.44,0.15
O214775,P1046,2,148.16,0.1
O214776,P1052,5,200.56,0.0
O214776,P1028,2,66.26,0.1
O214777,P1010,5,145.04,0.05
O214777,P1045,4,431.1,0.2
O214778,P1043,5,584.45,0.15
O214778,P1112,2,167.78,0.2
O214778,P1048,2,65.04,0.1
O214779,P1068,5,57.56,0.05
O214779,P1031,4,344.47,0.05
O214780,P1113,4,317.66,0.05
O214780,P1028,4,66.26,0.05
O214781,P1094,5,72.99,0.0
O214781,P1114,5,110.73,0.2
O214782,P1023,3,69.5,0.1
O214783,P1064,2,37.82,0.1
O214783,P1041,5,325.82,0.0
O214783,P1003,3,313.52,0.2
O214784,P1021,3,259.91,0.0
O214784,P1101,5,334.44,0.15
O214784,P1051,4,101.13,0.2
O214784,P1077,2,170.6,0.0
O214785,P1088,5,157.81,0.15
O214786,P1049,4,308.64,0.15
O214786,P1081,2,286.18,0.1
O214786,P1037,5,41.82,0.0
O214787,P1000,4,396.27,0.1
O214787,P1097,5,311.32,0.05
O214787,P1043,1,584.45,0.05
O214788,P1079,5,57.01,0.0
O214789,P1063,1,206.06,0.2
O214789,P1086,3,140.81,0.1
O214790,P1003,2,313.52,0.1
O214790,P1056,2,346.79,0.05
O214790,P1004,2,353.67,0.15
O214791,P1001,2,285.94,0.1
O214791,P1064,5,37.82,0.0
O214791,P1007,5,111.0,0.0
O214791,P1078,5,259.72,0.0
O214792,P1069,1,264.66,0.0
O214792,P1039,2,414.64,0.15
O214792,P1059,1,218.93,0.0
O214792,P1062,3,44.7,0.0
O214793,P1092,1,55.64,0.1
O214793,P1050,2,167.02,0.1
O214793,P1102,3,98.36,0.2
O214794,P1017,5,389.28,0.15
O214794,P1046,5,148.16,0.0
O214794,P1108,4,160.48,0.15
O214794,P1084,3,291.47,0.0
O214795,P1075,3,31.36,0.2
O214795,P1090,5,270.64,0.0
O214795,P1012,1,296.96,0.0
O214796,P1052,4,200.56,0.05
O214796,P1097,2,311.32,0.0
O214796,P1074,4,230.73,0.0
O214796,P1013,3,147.66,0.1
O214797,P1112,2,167.78,0.2
O214797,P1062,2,44.7,0.0
O214797,P1073,1,142.45,0.15
O214798,P1053,4,292.24,0.1
O214798,P1041,1,325.82,0.0
O214798,P1015,1,111.69,0.0
O214799,P1083,2,206.92,0.0
O214799,P1095,3,293.66,0.1
O214800,P1119,1,383.32,0.2
O214800,P1067,2,76.41,0.0
O214801,P1040,4,365.39,0.0
O214801,P1072,3,267.01,0.05
O214801,P1017,4,389.28,0.15
O214802,P1095,3,293.66,0.0
O214803,P1051,1,101.13,0.15
O214803,P1036,3,134.12,0.0
O214804,P1093,1,279.47,0.2
O214804,P1110,5,178.83,0.1
O214804,P1040,5,365.39,0.0
O214805,P1061,3,366.69,0.2
O214805,P1111,3,172.59,0.0
O214806,P1007,2,111.0,0.0
O214807,P1003,4,313.52,0.0
O214807,P1101,2,334.44,0.0
O214808,P1057,1,401.11,0.15
O214808,P1012,2,296.96,0.2
O214808,P1033,3,224.24,0.2
O214809,P1070,4,102.15,0.15
O214809,P1084,3,291.47,0.0
O214809,P1013,2,147.66,0.2
O214810,P1054,2,123.08,0.1
O214810,P1036,5,134.12,0.0
O214810,P1083,5,206.92,0.0
O214810,P1066,1,174.9,0.05
O214811,P1078,4,259.72,0.2
O214811,P1053,1,292.24,0.1
O214812,P1019,4,319.54,0.0
O214812,P1117,2,550.94,0.05
O214812,P1082,5,379.4,0.0
O214813,P1118,2,490.88,0.0
O214813,P1018,3,211.2,0.0
O214813,P1067,3,76.41,0.15
O214814,P1066,4,174.9,0.05
O214814,P1081,3,286.18,0.0
O214814,P1006,1,243.37,0.0
O214815,P1096,1,124.77,0.0
O214816,P1053,5,292.24,0.1
O214817,P1000,2,396.27,0.2
O214817,P1056,3,346.79,0.0
O214818,P1112,1,167.78,0.15
O214818,P1094,1,72.99,0.0
O214819,P1100,1,45.05,0.05
O214819,P1118,1,490.88,0.0
O214819,P1010,5,145.04,0.0
O214820,P1061,1,366.69,0.2
O214820,P1060,1,337.64,0.05
O214821,P1007,2,111.0,0.0
O214821,P1024,4,18.18,0.0
O214822,P1102,5,98.36,0.0
O214822,P1007,2,111.0,0.2
O214823,P1042,2,149.83,0.0
O214823,P1097,2,311.32,0.0
O214823,P1061,3,366.69,0.05
O214824,P1095,5,293.66,0.05
O214825,P1043,3,584.45,0.2
O214825,P1065,5,294.77,0.0
O214825,P1092,4,55.64,0.0
O214826,P1092,1,55.64,0.0
O214826,P1036,4,134.12,0.05
O214827,P1027,4,248.78,0.15
O214827,P1005,3,291.63,0.0
O214828,P1056,4,346.79,0.0
O214828,P1031,2,344.47,0.05
O214828,P1077,5,170.6,0.2
O214829,P1101,1,334.44,0.1
O214830,P1093,1,279.47,0.15
O214831,P1067,5,76.41,0.0
O214832,P1005,5,291.63,0.15
O214832,P1073,3,142.45,0.0
O214833,P1109,2,323.91,0.15
O214833,P1049,3,308.64,0.0
O214833,P1049,4,308.64,0.0
O214833,P1018,4,211.2,0.0
O214834,P1105,1,171.79,0.05
O214834,P1082,1,379.4,0.1
O214834,P1017,4,389.28,0.0
O214834,P1008,5,35.53,0.0
O214835,P1073,4,142.45,0.0
O214836,P1095,2,293.66,0.15
O214836,P1119,5,383.32,0.0
O214837,P1047,4,143.09,0.1
O214837,P1101,3,334.44,0.2
O214837,P1064,3,37.82,0.0
O214838,P1059,2,218.93,0.0
O214838,P1094,5,72.99,0.2
O214838,P1068,2,57.56,0.0
O214839,P1018,1,211.2,0.0
O214839,P1113,2,317.66,0.0
O214839,P1097,2,311.32,0.0
O214840,P1082,1,379.4,0.2
O214840,P1024,1,18.18,0.05
O214840,P1062,4,44.7,0.0
O214840,P1025,1,46.64,0.0
O214841,P1117,4,550.94,0.0
O214841,P1088,1,157.81,0.15
O214841,P1008,5,35.53,0.05
O214842,P1064,1,37.82,0.15
O214842,P1030,2,95.57,0.15
O214843,P1040,3,365.39,0.0
O214844,P1056,1,346.79,0.1
O214844,P1027,5,248.78,0.0
O214845,P1075,3,31.36,0.0
O214846,P1062,1,44.7,0.2
O214846,P1032,4,172.32,0.05
O214846,P1073,4,142.45,0.05
O214846,P1103,5,27.86,0.0
O214847,P1004,3,353.67,0.15
O214847,P1045,4,431.1,0.0
O214848,P1103,1,27.86,0.0
O214848,P1006,4,243.37,0.2
O214849,P1008,5,35.53,0.0
O214849,P1006,4,243.37,0.15
O214850,P1066,3,174.9,0.15
O214850,P1003,2,313.52,0.1
O214851,P1036,2,134.12,0.1
O214851,P1084,5,291.47,0.05
O214851,P1007,2,111.0,0.0
O214851,P1098,1,425.57,0.1
O214852,P1039,5,414.64,0.0
O214852,P1014,1,32.87,0.0
O214853,P1108,5,160.48,0.05
O214854,P1115,4,46.67,0.05
O214854,P1016,3,157.28,0.15
O214854,P1017,3,389.28,0.15
O214854,P1043,2,584.45,0.05
O214855,P1049,5,308.64,0.0
O214855,P1103,2,27.86,0.15
O214855,P1014,2,32.87,0.05
O214855,P1007,2,111.0,0.1
O214856,P1007,2,111.0,0.1
O214856,P1093,4,279.47,0.0
O214856,P1013,5,147.66,0.2
O214857,P1119,3,383.32,0.15
O214857,P1061,4,366.69,0.15
O214857,P1030,5,95.57,0.0
O214858,P1106,3,270.17,0.2
O214858,P1031,1,344.47,0.15
O214859,P1012,4,296.96,0.2
O214859,P1093,2,279.47,0.2
O214860,P1114,5,110.73,0.1
O214860,P1000,5,396.27,0.0
O214860,P1045,2,431.1,0.05
O214861,P1059,5,218.93,0.05
O214862,P1114,3,110.73,0.05
O214862,P1021,1,259.91,0.2
O214862,P1078,2,259.72,0.15
O214863,P1004,3,353.67,0.2
O214864,P1066,2,174.9,0.0
O214865,P1113,1,317.66,0.05
O214865,P1080,1,178.39,0.15
O214866,P1081,4,286.18,0.2
O214866,P1091,2,325.59,0.0
O214867,P1115,1,46.67,0.2
O214867,P1045,2,431.1,0.05
O214867,P1025,3,46.64,0.1
O214867,P1098,5,425.57,0.1
O214868,P1054,4,123.08,0.1
O214868,P1109,1,323.91,0.2
O214869,P1033,2,224.24,0.0
O214870,P1024,4,18.18,0.1
O214870,P1057,5,401.11,0.15
O214870,P1115,4,46.67,0.05
O214871,P1108,2,160.48,0.0
O214871,P1050,1,167.02,0.0
O214871,P1035,5,344.78,0.0
O214871,P1022,2,379.38,0.0
O214872,P1110,3,178.83,0.0
O214873,P1061,2,366.69,0.15
O214874,P1097,1,311.32,0.2
O214875,P1018,5,211.2,0.1
O214875,P1094,5,72.99,0.15
O214875,P1096,5,124.77,0.05
O214876,P1083,4,206.92,0.15
O214876,P1108,4,160.48,0.1
O214876,P1050,1,167.02,0.0
O214877,P1046,2,148.16,0.0
O214878,P1076,2,537.15,0.15
O214878,P1005,1,291.63,0.2
O214879,P1119,4,383.32,0.1
O214879,P1026,3,255.33,0.0
O214879,P1006,1,243.37,0.15
O214879,P1055,4,478.95,0.15
O214880,P1054,4,123.08,0.05
O214880,P1018,3,211.2,0.2
O214880,P1032,4,172.32,0.1
O214881,P1062,4,44.7,0.05
O214881,P1020,4,370.34,0.1
O214881,P1067,1,76.41,0.2
O214882,P1049,3,308.64,0.15
O214882,P1077,3,170.6,0.05
O214882,P1077,3,170.6,0.15
O214882,P1108,4,160.48,0.1
O214883,P1017,4,389.28,0.2
O214883,P1060,1,337.64,0.1
O214884,P1050,3,167.02,0.05
O214884,P1052,5,200.56,0.0
O214884,P1114,4,110.73,0.0
O214884,P1017,3,389.28,0.1
O214885,P1065,4,294.77,0.1
O214885,P1118,3,490.88,0.0
O214885,P1049,2,308.64,0.0
O214886,P1095,5,293.66,0.0
O214886,P1000,4,396.27,0.0
O214886,P1099,1,443.03,0.1
O214886,P1034,1,172.72,0.0
O214887,P1046,5,148.16,0.05
O214887,P1069,1,264.66,0.0
O214887,P1029,2,240.87,0.2
O214887,P1031,2,344.47,0.0
O214888,P1035,4,344.78,0.0
O214888,P1064,3,37.82,0.0
O214888,P1101,3,334.44,0.15
O214889,P1041,5,325.82,0.05
O214889,P1038,4,89.11,0.15
O214890,P1068,1,57.56,0.15
O214891,P1032,5,172.32,0.2
O214891,P1084,3,291.47,0.0
O214892,P1027,3,248.78,0.05
O214893,P1046,3,148.16,0.2
O214894,P1049,1,308.64,0.0
O214895,P1068,1,57.56,0.15
O214895,P1053,2,292.24,0.1
O214895,P1030,5,95.57,0.2
O214895,P1088,3,157.81,0.0
O214896,P1118,2,490.88,0.1
O214896,P1074,3,230.73,0.2
O214896,P1085,4,105.41,0.2
O214896,P1071,1,533.7,0.05
O214897,P1081,5,286.18,0.1
O214898,P1109,1,323.91,0.05
O214898,P1037,1,41.82,0.1
O214899,P1013,4,147.66,0.0
O214899,P1111,3,172.59,0.0
O214900,P1043,5,584.45,0.0
O214900,P1027,3,248.78,0.15
O214900,P1084,4,291.47,0.1
O214901,P1032,2,172.32,0.0
O214901,P1045,4,431.1,0.2
O214901,P1042,5,149.83,0.15
O214901,P1075,2,31.36,0.0
O214902,P1009,4,177.77,0.2
O214902,P1047,2,143.09,0.0
O214902,P1072,3,267.01,0.0
O214902,P1027,2,248.78,0.0
O214903,P1087,1,191.19,0.05
O214903,P1020,1,370.34,0.15
O214903,P1113,1,317.66,0.0
O214903,P1114,2,110.73,0.1
O214904,P1098,2,425.57,0.0
O214904,P1004,2,353.67,0.2
O214904,P1080,3,178.39,0.0
O214905,P1065,1,294.77,0.0
O214905,P1102,5,98.36,0.2
O214906,P1117,2,550.94,0.0
O214906,P1054,5,123.08,0.2
O214906,P1064,4,37.82,0.0
O214907,P1022,3,379.38,0.1
O214907,P1103,1,27.86,0.0
O214907,P1083,1,206.92,0.1
O214907,P1030,5,95.57,0.0
O214908,P1003,2,313.52,0.05
O214908,P1063,4,206.06,0.05
O214909,P1019,4,319.54,0.0
O214909,P1003,4,313.52,0.0
O214909,P1104,3,276.35,0.1
O214909,P1020,4,370.34,0.0
O214910,P1102,2,98.36,0.1
O214911,P1057,3,401.11,0.2
O214911,P1009,4,177.77,0.1
O214911,P1011,3,164.37,0.2
O214912,P1053,5,292.24,0.0
O214913,P1064,4,37.82,0.0
O214913,P1073,5,142.45,0.0
O214914,P1100,1,45.05,0.2
O214915,P1068,1,57.56,0.1
O214915,P1058,1,141.93,0.0
O214915,P1069,2,264.66,0.0
O214916,P1024,5,18.18,0.0
O214916,P1041,3,325.82,0.0
O214917,P1104,1,276.35,0.15
O214917,P1045,5,431.1,0.0
O214918,P1045,4,431.1,0.0
O214918,P1082,4,379.4,0.2
O214919,P1088,1,157.81,0.1
O214919,P1068,1,57.56,0.0
O214919,P1050,5,167.02,0.05
O214919,P1097,5,311.32,0.0
O214920,P1087,1,191.19,0.1
O214920,P1026,4,255.33,0.1
O214921,P1018,5,211.2,0.1
O214921,P1113,1,317.66,0.1
O214921,P1085,4,105.41,0.0
O214922,P1111,5,172.59,0.1
O214923,P1104,5,276.35,0.15
O214924,P1060,5,337.64,0.1
O214924,P1119,5,383.32,0.1
O214924,P1011,1,164.37,0.1
O214925,P1053,1,292.24,0.15
O214925,P1023,2,69.5,0.1
O214925,P1039,3,414.64,0.2
O214926,P1035,3,344.78,0.0
O214926,P1075,5,31.36,0.15
O214927,P1117,4,550.94,0.0
O214928,P1083,2,206.92,0.15
O214929,P1084,4,291.47,0.05
O214929,P1103,4,27.86,0.0
O214930,P1042,1,149.83,0.05
O214930,P1009,5,177.77,0.0
O214930,P1007,2,111.0,0.0
O214930,P1028,3,66.26,0.05
O214931,P1054,4,123.08,0.0
O214932,P1006,4,243.37,0.1
O214933,P1059,3,218.93,0.2
O214933,P1026,4,255.33,0.1
O214934,P1012,3,296.96,0.0
O214935,P1034,5,172.72,0.0
O214935,P1055,3,478.95,0.0
O214935,P1062,4,44.7,0.15
O214936,P1069,1,264.66,0.15
O214936,P1039,3,414.64,0.05
O214936,P1012,5,296.96,0.0
O214937,P1031,3,344.47,0.2
O214938,P1034,5,172.72,0.15
O214938,P1074,3,230.73,0.05
O214938,P1108,4,160.48,0.0
O214939,P1045,5,431.1,0.0
O214939,P1002,3,271.82,0.15
O214940,P1087,1,191.19,0.0
O214940,P1055,2,478.95,0.15
O214940,P1050,2,167.02,0.0
O214940,P1015,1,111.69,0.1
O214941,P1040,1,365.39,0.2
O214941,P1092,2,55.64,0.0
O214942,P1099,4,443.03,0.2
O214942,P1005,3,291.63,0.05
O214943,P1042,1,149.83,0.0
O214943,P1013,1,147.66,0.0
O214943,P1047,2,143.09,0.2
O214944,P1053,5,292.24,0.0
O214945,P1060,4,337.64,0.0
O214945,P1092,4,55.64,0.1
O214946,P1011,1,164.37,0.0
O214946,P1057,4,401.11,0.15
O214946,P1086,2,140.81,0.0
O214946,P1044,4,311.76,0.05
O214947,P1047,4,143.09,0.2
O214948,P1063,2,206.06,0.2
O214948,P1087,3,191.19,0.05
O214948,P1051,2,101.13,0.15
O214949,P1079,1,57.01,0.2
O214949,P1100,4,45.05,0.0
O214950,P1071,2,533.7,0.1
O214951,P1060,3,337.64,0.15
O214951,P1009,1,177.77,0.0
O214951,P1074,4,230.73,0.0
O214951,P1023,5,69.5,0.15
O214952,P1077,4,170.6,0.05
O214952,P1083,4,206.92,0.0
O214952,P1112,2,167.78,0.0
O214953,P1081,2,286.18,0.0
O214953,P1111,3,172.59,0.0
O214954,P1009,1,177.77,0.0
O214954,P1091,3,325.59,0.05
O214955,P1088,2,157.81,0.0
O214956,P1014,1,32.87,0.0
O214956,P1015,5,111.69,0.0
O214956,P1011,3,164.37,0.0
O214957,P1021,1,259.91,0.15
O214958,P1100,4,45.05,0.0
O214958,P1006,2,243.37,0.05
O214958,P1079,3,57.01,0.2
O214958,P1110,1,178.83,0.0
O214959,P1024,3,18.18,0.0
O214960,P1015,1,111.69,0.05
O214960,P1044,1,311.76,0.0
O214960,P1010,4,145.04,0.1
O214961,P1083,5,206.92,0.2
O214961,P1007,4,111.0,0.0
O214961,P1097,4,311.32,0.15
O214961,P1014,5,32.87,0.15
O214962,P1048,1,65.04,0.15
O214962,P1091,2,325.59,0.1
O214962,P1074,3,230.73,0.1
O214962,P1096,4,124.77,0.1
O214963,P1030,1,95.57,0.2
O214963,P1042,4,149.83,0.15
O214963,P1117,4,550.94,0.0
O214964,P1101,5,334.44,0.05
O214964,P1064,1,37.82,0.2
O214965,P1007,3,111.0,0.0
O214966,P1063,5,206.06,0.2
O214966,P1102,2,98.36,0.2
O214966,P1109,3,323.91,0.15
O214966,P1017,2,389.28,0.15
O214967,P1079,5,57.01,0.0
O214967,P1017,4,389.28,0.15
O214967,P1026,3,255.33,0.05
O214968,P1034,4,172.72,0.0
O214968,P1017,1,389.28,0.2
O214968,P1037,5,41.82,0.15
O214968,P1019,1,319.54,0.0
O214969,P1100,2,,0.0
O214969,P1105,1,171.79,0.0
O214969,P1022,3,379.38,0.05
O214970,P1089,4,17.98,0.0
O214970,P1105,3,171.79,0.0
O214970,P1046,4,148.16,0.0
O214971,P1020,4,370.34,0.0
O214972,P1021,2,259.91,0.0
O214972,P1070,2,102.15,0.05
O214972,P1009,3,177.77,0.15
O214973,P1059,5,218.93,0.1
O214973,P1106,5,270.17,0.0
O214973,P1051,1,101.13,0.15
O214973,P1103,2,27.86,0.15
O214974,P1040,3,365.39,0.0
O214974,P1009,3,177.77,0.0
O214974,P1010,1,145.04,0.2
O214974,P1053,4,292.24,0.15
O214975,P1015,4,111.69,0.15
O214975,P1060,4,337.64,0.15
O214975,P1039,5,414.64,0.2
O214976,P1012,5,296.96,0.1
O214976,P1019,5,319.54,0.2
O214976,P1054,4,123.08,0.0
O214976,P1048,5,65.04,0.0
O214977,P1096,3,124.77,0.0
O214977,P1065,2,294.77,0.1
O214977,P1076,1,537.15,0.0
O214977,P1037,2,41.82,0.2
O214978,P1075,5,31.36,0.05
O214978,P1031,1,344.47,0.0
O214979,P1081,3,286.18,0.05
O214979,P1093,4,279.47,0.0
O214979,P1076,2,537.15,0.0
O214979,P1077,3,170.6,0.0
O214980,P1010,4,145.04,0.0
O214980,P1039,4,414.64,0.15
O214980,P1070,3,102.15,0.1
O214981,P1075,3,31.36,0.0
O214981,P1099,5,443.03,0.2
O214981,P1004,3,353.67,0.05
O214981,P1007,5,111.0,0.05
O214982,P1065,3,294.77,0.0
O214982,P1016,5,157.28,0.0
O214982,P1009,1,177.77,0.0
O214983,P1022,3,379.38,0.05
O214983,P1053,3,292.24,0.0
O214984,P1010,1,145.04,0.0
O214985,P1002,5,271.82,0.0
O214985,P1001,3,285.94,0.05
O214986,P1113,1,317.66,0.2
O214987,P1040,5,365.39,0.2
O214988,P1010,4,145.04,0.05
O214988,P1119,4,383.32,0.05
O214989,P1074,5,230.73,0.0
O214989,P1038,5,89.11,0.0
O214989,P1011,2,164.37,0.0
O214989,P1051,3,101.13,0.0
O214990,P1000,5,396.27,0.1
O214990,P1068,4,57.56,0.1
O214990,P1046,2,148.16,0.1
O214990,P1081,3,286.18,0.1
O214991,P1041,2,325.82,0.05
O214991,P1066,4,174.9,0.0
O214991,P1092,4,55.64,0.0
O214991,P1082,2,379.4,0.0
O214992,P1040,2,365.39,0.2
O214993,P1021,2,259.91,0.05
O214993,P1113,5,317.66,0.05
O214993,P1047,2,143.09,0.05
O214993,P1076,1,537.15,0.05
O214994,P1096,4,124.77,0.05
O214995,P1032,1,172.32,0.15
O214995,P1046,3,148.16,0.05
O214995,P1023,1,69.5,0.15
O214995,P1042,4,149.83,0.15
O214996,P1027,3,248.78,0.0
O214997,P1058,4,141.93,0.2
O214998,P1023,5,69.5,0.0
O214998,P1002,1,271.82,0.0
O214998,P1089,5,17.98,0.15
O214999,P1048,2,65.04,0.0
O215000,P1008,1,35.53,0.0
O215000,P1085,3,105.41,0.05
O215000,P1010,4,145.04,0.05
O215000,P1118,3,490.88,0.0
O215001,P1089,1,17.98,0.15
O215002,P1112,1,167.78,0.1
O215002,P1044,3,311.76,0.2
O215002,P1055,4,478.95,0.0
O215002,P1016,3,157.28,0.0
O215003,P1097,5,311.32,0.05
O215003,P1005,1,291.63,0.0
O215003,P1098,1,425.57,0.0
O215004,P1056,5,346.79,0.05
O215004,P1054,2,123.08,0.0
O215004,P1033,1,224.24,0.05
O215004,P1021,2,259.91,0.0
O215005,P1109,1,323.91,0.0
O215005,P1056,3,346.79,0.2
O215005,P1038,4,89.11,0.05
O215005,P1004,3,353.67,0.2
O215006,P1056,3,346.79,0.0
O215007,P1092,5,55.64,0.1
O215007,P1098,3,425.57,0.0
O215007,P1087,5,191.19,0.2
O215008,P1029,1,240.87,0.0
O215008,P1003,3,313.52,0.1
O215008,P1005,2,291.63,0.1
O215008,P1097,4,311.32,0.15
O215009,P1024,4,18.18,0.1
O215010,P1016,3,157.28,0.2
O215010,P1081,1,286.18,0.2
O215010,P1020,5,370.34,0.0
O215011,P1095,2,293.66,0.0
O215011,P1024,1,18.18,0.0
O215011,P1029,5,240.87,0.05
O215011,P1010,1,145.04,0.0
O215012,P1052,2,200.56,0.15
O215012,P1086,3,140.81,0.0
O215012,P1048,1,65.04,0.0
O215013,P1046,1,148.16,0.0
O215013,P1002,2,271.82,0.0
O215014,P1066,4,174.9,0.05
O215014,P1113,5,317.66,0.1
O215014,P1021,4,259.91,0.1
O215015,P1081,1,286.18,0.0
O215015,P1066,2,174.9,0.0
O215015,P1078,4,259.72,0.15
O215016,P1046,5,148.16,0.1
O215016,P1080,1,178.39,0.05
O215017,P1002,3,271.82,0.0
O215017,P1023,4,69.5,0.15
O215017,P1081,4,286.18,0.0
O215018,P1055,4,478.95,0.0
O215019,P1019,4,319.54,0.0
O215019,P1046,2,148.16,0.0
O215019,P1115,3,46.67,0.2
O215020,P1100,4,45.05,0.2
O215020,P1059,3,218.93,0.2
O215021,P1077,1,170.6,0.2
O215022,P1051,5,101.13,0.0
O215022,P1046,5,148.16,0.2
O215022,P1021,3,259.91,0.2
O215023,P1019,2,319.54,0.0
O215023,P1071,2,533.7,0.05
O215024,P1011,3,164.37,0.15
O215024,P1026,5,255.33,0.15
O215025,P1077,1,170.6,0.0
O215025,P1016,2,157.28,0.0
O215025,P1055,2,478.95,0.1
O215025,P1098,1,425.57,0.0
O215026,P1111,4,172.59,0.2
O215027,P1110,4,178.83,0.0
O215027,P1108,1,160.48,0.0
O215028,P1110,1,178.83,0.0
O215028,P1105,4,171.79,0.15
O215028,P1061,1,366.69,0.15
O215029,P1027,3,248.78,0.15
O215030,P1110,1,178.83,0.1
O215030,P1065,3,294.77,0.0
O215030,P1035,5,344.78,0.05
O215030,P1034,5,172.72,0.0
O215031,P1051,2,101.13,0.0
O215031,P1054,3,123.08,0.1
O215031,P1080,5,178.39,0.0
O215031,P1020,2,370.34,0.0
O215032,P1101,4,334.44,0.05
O215032,P1108,5,160.48,0.0
O215033,P1091,4,325.59,0.05
O215033,P1007,4,111.0,0.0
O215033,P1107,4,344.9,0.2
O215033,P1095,3,293.66,0.0
O215034,P1081,2,286.18,0.15
O215034,P1039,1,414.64,0.2
O215034,P1001,2,285.94,0.0
O215034,P1021,4,259.91,0.0
O215035,P1010,4,145.04,0.05
O215035,P1067,3,76.41,0.0
O215036,P1103,3,27.86,0.0
O215036,P1028,2,66.26,0.15
O215036,P1017,3,389.28,0.15
O215036,P1058,2,141.93,0.1
O215037,P1087,3,191.19,0.05
O215037,P1025,1,46.64,0.1
O215037,P1028,4,66.26,0.2
O215037,P1059,5,218.93,0.1
O215038,P1097,1,311.32,0.0
O215039,P1051,2,101.13,0.2
O215039,P1073,3,142.45,0.0
O215040,P1003,2,313.52,0.0
O215040,P1067,2,76.41,0.05
O215041,P1051,5,101.13,0.05
O215041,P1064,2,37.82,0.1
O215041,P1080,3,178.39,0.0
O215041,P1020,2,370.34,0.1
O215042,P1029,3,240.87,0.1
O215042,P1056,1,346.79,0.2
O215042,P1033,3,224.24,0.0
O215042,P1109,4,323.91,0.0
O215043,P1112,5,167.78,0.0
O215043,P1040,5,365.39,0.05
O215043,P1012,4,296.96,0.2
O215043,P1032,3,172.32,0.0
O215044,P1107,1,344.9,0.0
O215044,P1071,1,533.7,0.0
O215044,P1088,5,157.81,0.2
O215044,P1008,4,35.53,0.0
O215045,P1033,3,224.24,0.0
O215045,P1030,1,95.57,0.15
O215045,P1048,3,65.04,0.2
O215046,P1051,2,101.13,0.15
O215047,P1033,5,224.24,0.0
O215047,P1065,1,294.77,0.15
O215048,P1053,2,292.24,0.1
O215048,P1062,2,44.7,0.0
O215048,P1065,3,294.77,0.0
O215048,P1011,5,164.37,0.05
O215049,P1107,2,344.9,0.2
O215049,P1056,5,346.79,0.0
O215050,P1013,3,147.66,0.0
O215050,P1029,2,240.87,0.15
O215050,P1075,1,31.36,0.2
O215050,P1116,1,277.81,0.15
O215051,P1061,1,366.69,0.2
O215051,P1068,4,57.56,0.2
O215051,P1003,1,313.52,0.1
O215052,P1079,2,57.01,0.0
O215052,P1034,3,172.72,0.05
O215052,P1083,1,206.92,0.15
O215052,P1031,1,344.47,0.15
O215053,P1013,2,147.66,0.05
O215054,P1082,2,379.4,0.2
O215054,P1085,3,105.41,0.1
O215055,P1060,2,337.64,0.2
O215056,P1112,5,167.78,0.0
O215056,P1009,2,177.77,0.05
O215056,P1077,4,170.6,0.1
O215057,P1081,1,286.18,0.0
O215057,P1046,3,148.16,0.0
O215057,P1114,4,110.73,0.15
O215057,P1017,5,389.28,0.2
O215058,P1066,1,174.9,0.15
O215058,P1098,1,425.57,0.0
O215058,P1086,2,140.81,0.2
O215058,P1056,5,346.79,0.05
O215059,P1099,3,443.03,0.05
O215059,P1105,1,171.79,0.0
O215059,P1095,1,293.66,0.05
O215060,P1021,2,259.91,0.0
O215061,P1117,5,550.94,0.0
O215061,P1018,3,211.2,0.2
O215061,P1088,4,157.81,0.2
O215061,P1046,1,148.16,0.1
O215062,P1117,2,550.94,0.15
O215062,P1057,2,401.11,0.05
O215063,P1025,2,46.64,0.1
O215063,P1056,1,346.79,0.0
O215063,P1113,3,317.66,0.2
O215063,P1108,1,160.48,0.1
O215064,P1109,4,323.91,0.05
O215065,P1044,4,311.76,0.15
O215065,P1002,4,271.82,0.1
O215066,P1070,1,102.15,0.1
O215066,P1036,4,134.12,0.2
O215067,P1024,1,18.18,0.15
O215067,P1110,1,178.83,0.1
O215067,P1077,2,170.6,0.0
O215067,P1041,4,325.82,0.2
O215068,P1058,2,141.93,0.05
O215069,P1053,4,292.24,0.2
O215069,P1057,5,401.11,0.2
O215070,P1118,5,490.88,0.0
O215071,P1008,3,35.53,0.0
O215071,P1019,5,319.54,0.0
O215072,P1036,1,134.12,0.0
O215072,P1113,2,317.66,0.15
O215072,P1056,1,346.79,0.0
O215073,P1091,3,325.59,0.0
O215073,P1030,1,95.57,0.1
O215073,P1059,4,218.93,0.15
O215074,P1054,5,123.08,0.15
O215074,P1043,3,584.45,0.2
O215074,P1076,2,537.15,0.05
O215075,P1119,4,383.32,0.05
O215075,P1024,4,18.18,0.0
O215075,P1087,3,191.19,0.15
O215076,P1081,2,286.18,0.2
O215076,P1054,5,123.08,0.2
O215076,P1103,5,27.86,0.2
O215077,P1038,2,89.11,0.1
O215077,P1002,1,271.82,0.05
O215078,P1097,1,311.32,0.0
O215078,P1062,4,44.7,0.0
O215078,P1103,5,27.86,0.0
O215079,P1006,3,243.37,0.0
O215080,P1058,3,141.93,0.05
O215080,P1055,5,478.95,0.15
O215080,P1029,3,240.87,0.2
O215080,P1081,1,286.18,0.0
O215081,P1110,2,178.83,0.1
