order_id,carrier,warehouse,promised_date,shipped_date,shipping_cost_gbp
O212557,DPDx,Berlin,2024-06-12,2024-06-16,2.36
O215335,EuroPost,Madrid,2023-03-23,2023-03-28,14.7
O218910,EuroPost,Lyon,2024-11-18,2024-11-14,6.17
O218846,FastFreight,Manchester,2024-08-27,2024-09-01,24.2
O214335,EuroPost,Berlin,2024-08-09,2024-08-15,2.45
O209335,EuroPost,Manchester,2023-11-27,2023-12-02,8.72
O216687,DPDx,Lyon,2023-03-09,2023-03-10,10.36
O217953,FastFreight,Madrid,2024-11-21,2024-11-26,13.34
O223580,DPDx,Lyon,2023-03-09,2023-03-09,23.3
O211100,DPDx,Berlin,2023-12-06,2023-12-08,25.53
O219099,DPDx,Madrid,2023-11-07,2023-11-11,26.03
O212428,RoyalShip,Madrid,2023-12-22,2023-12-21,2.35
O213845,EuroPost,Madrid,2024-12-23,2024-12-20,25.45
O213317,DPDx,Lyon,2024-06-20,2024-06-22,12.62
O200985,DPDx,Lyon,2023-06-02,2023-05-29,28.11
O212793,EuroPost,Lyon,2024-08-11,2024-08-11,17.47
O221436,DPDx,Berlin,2024-01-09,2024-01-10,12.0
O206583,FastFreight,Manchester,2024-12-26,2024-12-30,12.1
O221843,EuroPost,Lyon,2023-01-30,2023-02-05,2.83
O200925,EuroPost,Manchester,2023-11-24,2023-11-30,22.15
O225985,EuroPost,Madrid,2023-02-06,2023-02-04,22.2
O201003,EuroPost,Madrid,2024-11-19,2024-11-16,7.65
O218358,RoyalShip,Berlin,2023-04-01,2023-04-07,10.38
O208035,DPDx,Berlin,2024-01-13,2024-01-17,20.6
O209640,RoyalShip,Madrid,2024-02-20,2024-02-21,10.55
O216190,RoyalShip,Berlin,2024-06-25,2024-06-25,14.72
O220978,DPDx,Berlin,2023-06-30,2023-06-26,15.97
O218896,DPDx,Berlin,2023-04-02,2023-04-07,22.45
O216435,RoyalShip,Berlin,2024-02-20,2024-02-18,19.84
O216791,EuroPost,Lyon,2024-07-15,2024-07-18,12.0
O221751,DPDx,Madrid,2023-01-31,2023-01-27,26.19
O205349,EuroPost,Lyon,2023-09-09,2023-09-09,20.8
O220996,RoyalShip,Manchester,2024-01-20,2024-01-21,24.89
O214467,DPDx,Lyon,2023-12-27,2023-12-26,13.82
O217253,DPDx,Madrid,2023-04-16,2023-04-15,9.07
O221052,EuroPost,Lyon,2023-07-20,2023-07-20,2.79
O224129,FastFreight,Manchester,2024-08-04,2024-08-08,6.41
O219009,DPDx,Berlin,2023-10-26,2023-10-27,9.2
O202798,FastFreight,Lyon,2024-03-18,2024-03-20,18.63
O203454,FastFreight,Lyon,2024-05-15,2024-05-17,28.62
O224228,DPDx,Lyon,2024-12-06,2024-12-02,7.93
O211063,FastFreight,Manchester,2024-04-13,2024-04-18,8.3
O214727,FastFreight,Manchester,2023-11-30,2023-12-03,28.14
O224838,FastFreight,Madrid,2024-04-10,2024-04-15,3.02
O210753,DPDx,Madrid,2023-12-15,2023-12-13,26.62
O205595,EuroPost,Manchester,2023-07-28,2023-07-28,4.61
O209639,EuroPost,Lyon,2024-02-04,2024-02-05,13.3
O202324,DPDx,Berlin,2024-01-06,2024-01-04,9.42
O211167,FastFreight,Lyon,2023-02-09,2023-02-14,25.96
O208645,RoyalShip,Berlin,2024-01-25,2024-01-22,24.21
O213742,EuroPost,Lyon,2023-05-10,2023-05-09,24.64
O212805,EuroPost,Manchester,2024-10-15,2024-10-20,3.68
O205441,EuroPost,Lyon,2023-12-15,2023-12-16,8.14
O221707,RoyalShip,Manchester,2023-08-25,2023-08-24,18.62
O224177,DPDx,Madrid,2023-07-20,2023-07-22,13.55
O216401,RoyalShip,Lyon,2024-04-19,2024-04-23,3.88
O207182,EuroPost,Lyon,2024-11-27,2024-11-28,18.97
O218531,EuroPost,Lyon,2023-12-14,2023-12-12,14.88
O205341,EuroPost,Berlin,2023-04-13,2023-04-10,26.73
O203730,EuroPost,Lyon,2023-12-13,2023-12-11,15.52
O209808,RoyalShip,Berlin,2023-10-12,2023-10-10,17.42
O213825,DPDx,Lyon,2023-09-20,2023-09-17,7.01
O219468,FastFreight,Madrid,2023-08-29,2023-09-03,6.82
O200022,FastFreight,Lyon,2023-09-22,2023-09-22,18.31
O213553,DPDx,Lyon,2024-12-13,2024-12-18,22.9
O212491,EuroPost,Manchester,2023-02-11,2023-02-11,25.16
O203413,EuroPost,Madrid,2024-01-11,2024-01-07,24.37
O208885,EuroPost,Madrid,2024-11-21,2024-11-23,3.61
O216842,EuroPost,Manchester,2024-07-16,2024-07-19,9.15
O211576,FastFreight,Berlin,2023-11-23,2023-11-23,29.08
O204502,FastFreight,Madrid,2023-05-20,2023-05-23,11.17
O203980,DPDx,Berlin,2023-03-20,2023-03-21,11.59
O221206,DPDx,Lyon,2024-01-17,2024-01-16,2.5
O210774,RoyalShip,Lyon,2023-06-15,2023-06-16,15.61
O202163,RoyalShip,Lyon,2023-05-15,2023-05-12,12.28
O212307,EuroPost,Manchester,2023-09-28,2023-09-24,28.14
O202896,FastFreight,Berlin,2023-11-13,2023-11-14,17.33
O206627,RoyalShip,Madrid,2023-02-21,2023-02-22,7.2
O219466,EuroPost,Lyon,2023-02-05,2023-02-10,10.78
O211024,FastFreight,Lyon,2024-07-11,2024-07-10,17.15
O223517,EuroPost,Lyon,2023-06-19,2023-06-21,27.46
O221756,DPDx,Lyon,2024-08-01,2024-08-01,9.45
O224807,DPDx,Berlin,2024-11-07,2024-11-11,26.18
O219482,RoyalShip,Madrid,2023-10-19,2023-10-23,11.0
O218010,EuroPost,Manchester,2024-06-29,2024-06-27,20.77
O201992,DPDx,Manchester,2023-07-04,2023-07-02,8.26
O223056,RoyalShip,Madrid,2024-07-19,2024-07-21,8.72
O203195,EuroPost,Lyon,2023-04-21,2023-04-17,12.83
O220339,DPDx,Berlin,2023-06-23,2023-06-24,27.97
O208115,RoyalShip,Manchester,2024-02-08,2024-02-07,25.94
O219025,FastFreight,Madrid,2024-11-14,2024-11-17,8.21
O215097,FastFreight,Madrid,2023-11-16,2023-11-16,10.26
O200464,DPDx,Madrid,2023-11-17,2023-11-15,12.55
O215719,DPDx,Madrid,2024-01-30,2024-01-27,18.1
O204369,DPDx,Manchester,2024-11-30,2024-11-26,17.23
O214707,EuroPost,Madrid,2024-12-01,2024-12-02,2.72
O211213,RoyalShip,Manchester,2024-12-24,2024-12-20,5.98
O204237,DPDx,Madrid,2023-02-08,2023-02-11,10.45
O209239,EuroPost,Lyon,2024-12-16,2024-12-19,8.04
O223214,FastFreight,Lyon,2023-02-19,2023-02-15,23.13
O212542,RoyalShip,Manchester,2024-03-07,2024-03-03,16.75
O210648,DPDx,Lyon,2023-12-12,2023-12-17,24.93
O215363,RoyalShip,Berlin,2023-05-29,2023-05-26,16.97
O215318,FastFreight,Madrid,2024-05-19,2024-05-23,12.14
O225767,EuroPost,Madrid,2024-12-22,2024-12-22,29.45
O225587,DPDx,Manchester,2024-11-03,2024-11-08,28.94
O220735,FastFreight,Lyon,2023-02-27,2023-03-03,17.57
O200794,DPDx,Lyon,2024-12-23,2024-12-27,11.17
O225218,FastFreight,Manchester,2023-08-16,2023-08-12,18.08
O206886,DPDx,Madrid,2023-12-08,2023-12-06,20.12
O217020,RoyalShip,Madrid,2024-12-02,2024-12-08,13.84
O210994,FastFreight,Lyon,2024-03-22,2024-03-23,12.89
O201877,RoyalShip,Berlin,2024-02-03,2024-02-02,8.54
O214177,RoyalShip,Madrid,2024-01-05,2024-01-09,23.13
O220146,RoyalShip,Manchester,2023-12-07,2023-12-10,5.02
O206661,FastFreight,Berlin,2024-07-29,2024-07-30,2.93
O222335,FastFreight,Madrid,2024-07-26,2024-07-22,2.99
O225697,RoyalShip,Manchester,2024-03-16,2024-03-15,12.3
O218035,FastFreight,Manchester,2023-11-18,2023-11-16,15.66
O218796,RoyalShip,Lyon,2023-12-11,2023-12-15,2.77
O213872,DPDx,Berlin,2024-11-26,2024-11-24,24.17
O220183,RoyalShip,Manchester,2023-11-12,2023-11-18,21.92
O203042,EuroPost,Madrid,2024-11-21,2024-11-21,23.28
O223940,DPDx,Lyon,2023-11-12,2023-11-16,8.76
O201043,EuroPost,Berlin,2024-12-25,2024-12-23,29.83
O213940,DPDx,Madrid,2023-09-06,2023-09-09,29.45
O223566,EuroPost,Manchester,2023-01-22,2023-01-28,14.3
O209868,EuroPost,Berlin,2024-11-28,2024-12-03,22.48
O223454,FastFreight,Manchester,2024-01-04,2024-01-07,21.04
O213597,EuroPost,Manchester,2023-01-09,2023-01-08,29.93
O207386,EuroPost,Berlin,2024-08-09,2024-08-05,14.51
O214761,DPDx,Manchester,2023-02-02,2023-02-06,15.11
O220053,FastFreight,Lyon,2023-01-06,2023-01-10,8.25
O201844,DPDx,Berlin,2024-11-21,2024-11-17,21.68
O204278,FastFreight,Lyon,2023-07-10,2023-07-08,27.85
O203835,RoyalShip,Madrid,2023-05-22,2023-05-28,28.06
O210072,EuroPost,Berlin,2024-01-14,2024-01-17,26.57
O203460,FastFreight,Lyon,2023-08-01,2023-07-30,19.77
O213984,EuroPost,Lyon,2023-05-16,2023-05-17,20.01
O220410,FastFreight,Madrid,2023-05-17,2023-05-14,4.63
O205025,RoyalShip,Manchester,2023-08-25,2023-08-31,18.85
O211573,EuroPost,Lyon,2023-05-14,2023-05-12,20.24
O216973,EuroPost,Lyon,2023-12-09,2023-12-05,9.99
O209593,EuroPost,Berlin,2024-05-22,2024-05-20,20.25
O211553,EuroPost,Berlin,2024-06-17,2024-06-14,9.37
O207331,EuroPost,Lyon,2024-09-25,2024-09-22,25.04
O205271,DPDx,Lyon,2024-09-07,2024-09-08,10.63
O200275,DPDx,Lyon,2024-04-19,2024-04-23,2.59
O217577,EuroPost,Manchester,2023-09-13,2023-09-13,21.82
O202692,EuroPost,Berlin,2024-06-06,2024-06-04,20.98
O206322,DPDx,Manchester,2024-06-03,2024-06-09,8.57
O206611,FastFreight,Berlin,2023-10-07,2023-10-10,29.22
O217403,DPDx,Lyon,2023-02-23,2023-02-19,26.7
O218282,FastFreight,Manchester,2024-05-02,2024-05-04,10.2
O203075,EuroPost,Berlin,2023-01-07,2023-01-07,9.85
O214404,RoyalShip,Madrid,2024-09-16,2024-09-16,21.11
O207899,RoyalShip,Berlin,2024-12-29,2024-12-31,26.41
O221709,DPDx,Manchester,2024-02-10,2024-02-09,7.32
O212642,DPDx,Manchester,2024-08-25,2024-08-27,4.24
O218429,DPDx,Berlin,2023-04-01,2023-03-30,22.59
O218659,EuroPost,Madrid,2023-01-12,2023-01-08,20.39
O208746,FastFreight,Berlin,2024-05-24,2024-05-24,14.73
O223727,DPDx,Manchester,2023-12-12,2023-12-13,11.98
O201886,DPDx,Lyon,2023-05-24,2023-05-28,6.81
O208537,RoyalShip,Manchester,2023-12-08,2023-12-10,14.3
O206829,RoyalShip,Lyon,2024-01-15,2024-01-15,23.63
O214146,DPDx,Lyon,2023-05-01,2023-05-02,29.18
O209536,DPDx,Madrid,2024-12-28,2024-12-27,19.21
O219369,DPDx,Manchester,2024-12-12,2024-12-18,11.46
O204176,DPDx,Manchester,2024-02-09,2024-02-08,16.37
O202236,FastFreight,Lyon,2024-01-16,2024-01-22,3.71
O202853,DPDx,Manchester,2024-09-13,2024-09-13,9.22
O207453,FastFreight,Berlin,2023-10-20,2023-10-16,25.98
O218791,EuroPost,Manchester,2024-12-03,2024-12-02,7.87
O222992,RoyalShip,Madrid,2024-12-16,2024-12-17,11.55
O210346,RoyalShip,Manchester,2024-08-28,2024-09-02,12.72
O221992,FastFreight,Lyon,2023-02-26,2023-02-23,3.3
O214049,FastFreight,Manchester,2023-10-02,2023-09-28,27.78
O211884,RoyalShip,Madrid,2023-11-14,2023-11-13,20.84
O209985,RoyalShip,Lyon,2023-12-31,2024-01-05,4.89
O209023,FastFreight,Manchester,2023-12-22,2023-12-19,19.7
O216868,EuroPost,Lyon,2023-07-14,2023-07-13,23.57
O225962,DPDx,Lyon,2023-04-26,2023-04-24,4.57
O210236,DPDx,Lyon,2023-11-14,2023-11-14,22.74
O215591,RoyalShip,Lyon,2024-05-07,2024-05-08,26.4
O217120,RoyalShip,Madrid,2023-04-14,2023-04-11,7.03
O202453,EuroPost,Madrid,2023-11-29,2023-12-02,3.24
O204314,DPDx,Madrid,2023-04-29,2023-04-26,12.32
O224534,RoyalShip,Madrid,2024-10-15,2024-10-14,10.98
O208076,FastFreight,Manchester,2023-12-27,2023-12-28,24.06
O208552,RoyalShip,Lyon,2023-05-26,2023-05-23,10.86
O218403,RoyalShip,Manchester,2024-10-31,2024-11-04,17.7
O224403,FastFreight,Berlin,2024-11-10,2024-11-15,11.04
O208481,FastFreight,Lyon,2023-12-28,2023-12-28,12.72
O224508,DPDx,Manchester,2024-11-12,2024-11-14,23.13
O219815,DPDx,Lyon,2024-07-31,2024-07-28,28.91
O203515,EuroPost,Manchester,2023-11-11,2023-11-15,13.67
O219171,RoyalShip,Manchester,2024-12-13,2024-12-14,12.66
O214236,EuroPost,Berlin,2024-02-05,2024-02-05,9.57
O208585,RoyalShip,Berlin,2024-08-18,2024-08-24,22.7
O200020,EuroPost,Berlin,2025-01-03,2025-01-04,27.66
O213868,RoyalShip,Berlin,2023-04-04,2023-04-01,8.28
O218828,RoyalShip,Lyon,2024-07-28,2024-07-28,18.93
O224168,FastFreight,Madrid,2023-10-02,2023-10-08,4.35
O217687,EuroPost,Manchester,2024-04-17,2024-04-13,22.3
O205386,EuroPost,Madrid,2024-12-24,2024-12-26,27.56
O218423,DPDx,Lyon,2024-04-13,2024-04-13,5.61
O220247,RoyalShip,Madrid,2023-04-21,2023-04-22,10.77
O207723,FastFreight,Lyon,2023-10-05,2023-10-05,14.17
O211346,EuroPost,Berlin,2023-06-10,2023-06-09,19.36
O201872,FastFreight,Berlin,2023-08-18,2023-08-20,22.35
O216515,RoyalShip,Lyon,2024-03-09,2024-03-12,8.56
O218783,DPDx,Manchester,2024-02-01,2024-02-04,14.47
O205278,RoyalShip,Berlin,2023-04-07,2023-04-05,27.17
O219427,DPDx,Lyon,2024-05-31,2024-05-30,25.47
O205133,EuroPost,Berlin,2023-04-30,2023-04-27,24.8
O203055,DPDx,Madrid,2024-11-15,2024-11-18,28.41
O211300,DPDx,Manchester,2025-01-02,2025-01-02,17.83
O200863,DPDx,Berlin,2024-10-04,2024-10-06,4.28
O224541,FastFreight,Berlin,2023-11-29,2023-12-02,29.25
O200871,RoyalShip,Berlin,2024-07-22,2024-07-21,3.31
O209404,FastFreight,Berlin,2023-05-31,2023-06-01,15.59
O201508,RoyalShip,Manchester,2023-08-01,2023-07-28,28.46
O221294,DPDx,Berlin,2023-11-16,2023-11-17,10.56
O225151,EuroPost,Madrid,2023-01-20,2023-01-24,12.11
O219058,FastFreight,Berlin,2024-10-04,2024-10-05,17.08
O214618,DPDx,Berlin,2023-04-18,2023-04-19,14.34
O214014,FastFreight,Berlin,2024-11-16,2024-11-18,8.64
O220586,FastFreight,Madrid,2023-12-27,2024-01-01,27.65
O212228,DPDx,Manchester,2023-11-09,2023-11-13,22.36
O204124,DPDx,Manchester,2024-10-31,2024-11-01,16.75
O217693,DPDx,Madrid,2023-01-14,2023-01-18,10.1
O223830,FastFreight,Berlin,2024-04-12,2024-04-14,15.1
O222686,EuroPost,Madrid,2023-12-02,2023-12-07,19.86
O202466,EuroPost,Lyon,2024-04-30,2024-05-06,18.44
O204216,FastFreight,Madrid,2023-08-04,2023-08-02,20.25
O218346,DPDx,Manchester,2024-09-24,2024-09-21,13.43
O208877,EuroPost,Berlin,2023-12-12,2023-12-10,7.49
O207103,RoyalShip,Manchester,2023-05-02,2023-05-07,25.16
O205375,FastFreight,Madrid,2024-09-28,2024-10-02,3.6
O221382,DPDx,Lyon,2023-04-05,2023-04-09,8.05
O205613,EuroPost,Madrid,2024-12-11,2024-12-11,29.69
O210926,EuroPost,Lyon,2024-04-21,2024-04-21,18.9
O224632,EuroPost,Berlin,2024-05-13,2024-05-11,11.39
O208866,DPDx,Lyon,2023-08-15,2023-08-15,6.48
O201711,EuroPost,Madrid,2023-09-23,2023-09-20,13.59
O212900,EuroPost,Lyon,2024-12-04,2024-12-05,12.52
O216518,FastFreight,Berlin,2024-10-21,2024-10-27,23.53
O200912,RoyalShip,Berlin,2024-03-22,2024-03-22,8.47
O204789,RoyalShip,Manchester,2023-04-13,2023-04-18,19.58
O214682,RoyalShip,Berlin,2024-03-23,2024-03-26,18.72
O215428,DPDx,Berlin,2024-05-06,2024-05-04,22.11
O202899,EuroPost,Berlin,2024-04-18,2024-04-16,16.78
O204035,DPDx,Madrid,2024-03-05,2024-03-06,17.76
O220679,RoyalShip,Lyon,2024-12-08,2024-12-08,13.82
O202846,FastFreight,Madrid,2023-03-07,2023-03-12,11.69
O216046,EuroPost,Lyon,2023-04-22,2023-04-18,3.85
O204257,RoyalShip,Madrid,2023-11-18,2023-11-21,19.05
O212573,DPDx,Madrid,2024-10-24,2024-10-25,9.48
O223020,EuroPost,Manchester,2024-03-27,2024-03-31,25.98
O220355,DPDx,Berlin,2024-11-29,2024-12-05,7.57
O214548,FastFreight,Berlin,2023-09-24,2023-09-27,23.2
O201254,FastFreight,Manchester,2023-07-08,2023-07-09,9.48
O219908,FastFreight,Berlin,2023-12-19,2023-12-22,6.1
O221224,FastFreight,Madrid,2024-05-27,2024-05-30,18.33
O214934,FastFreight,Madrid,2024-07-19,2024-07-15,4.0
O224274,EuroPost,Madrid,2023-08-26,2023-08-30,4.96
O211977,DPDx,Madrid,2024-08-06,2024-08-11,26.31
O202122,FastFreight,Berlin,2024-03-15,2024-03-15,3.32
O202673,EuroPost,Berlin,2023-10-23,2023-10-26,12.25
O217401,RoyalShip,Manchester,2025-01-04,2024-12-31,9.92
O206118,RoyalShip,Lyon,2023-08-21,2023-08-25,19.1
O209708,DPDx,Berlin,2023-01-22,2023-01-25,12.99
O221334,EuroPost,Manchester,2024-07-22,2024-07-20,17.18
O203611,DPDx,Madrid,2023-06-15,2023-06-20,22.12
O216560,EuroPost,Madrid,2024-04-15,2024-04-21,8.08
O212717,DPDx,Berlin,2024-12-06,2024-12-12,29.54
O215065,FastFreight,Madrid,2024-07-22,2024-07-25,24.83
O214615,FastFreight,Berlin,2023-08-14,2023-08-20,25.61
O207066,EuroPost,Madrid,2024-10-05,2024-10-06,18.78
O200337,RoyalShip,Madrid,2024-05-31,2024-06-03,9.73
O222486,DPDx,Lyon,2025-01-01,2024-12-29,28.47
O207890,FastFreight,Madrid,2023-12-26,2023-12-31,3.41
O218347,EuroPost,Berlin,2024-05-14,2024-05-13,12.18
O210536,DPDx,Berlin,2023-05-19,2023-05-15,8.56
O204004,FastFreight,Lyon,2024-08-22,2024-08-26,10.29
O220995,DPDx,Berlin,2024-02-09,2024-02-10,22.1
O210684,DPDx,Berlin,2024-12-24,2024-12-22,10.08
O225916,FastFreight,Madrid,2023-07-31,2023-07-29,3.78
O221864,FastFreight,Lyon,2023-11-12,2023-11-09,29.8
O208915,EuroPost,Manchester,2024-11-27,2024-11-23,17.52
O213792,EuroPost,Berlin,2024-12-31,2024-12-28,23.07
O207771,RoyalShip,Berlin,2024-01-01,2024-01-02,16.1
O207017,FastFreight,Manchester,2024-01-28,2024-01-26,25.91
O220237,DPDx,Lyon,2023-02-27,2023-03-03,17.63
O207261,RoyalShip,Berlin,2024-01-22,2024-01-18,8.29
O220841,EuroPost,Berlin,2023-10-28,2023-10-31,29.48
O212965,RoyalShip,Manchester,2023-05-19,2023-05-19,25.22
O223392,RoyalShip,Manchester,2023-11-07,2023-11-10,22.61
O201841,EuroPost,Lyon,2023-05-19,2023-05-17,4.8
O200033,DPDx,Manchester,2024-11-21,2024-11-25,4.55
O224595,EuroPost,Madrid,2023-08-23,2023-08-23,26.5
O213566,DPDx,Madrid,2023-04-16,2023-04-15,20.13
O201076,EuroPost,Manchester,2023-11-13,2023-11-19,11.64
O208503,RoyalShip,Lyon,2024-09-11,2024-09-17,7.24
O210508,DPDx,Manchester,2023-11-17,2023-11-22,21.71
O205399,RoyalShip,Berlin,2023-06-13,2023-06-10,17.35
O215538,DPDx,Madrid,2024-12-16,2024-12-22,29.65
O220305,RoyalShip,Madrid,2023-12-25,2023-12-24,16.02
O224849,FastFreight,Berlin,2024-10-26,2024-10-25,2.89
O208431,FastFreight,Lyon,2023-11-27,2023-11-24,13.5
O205158,EuroPost,Lyon,2024-03-12,2024-03-15,18.6
O208271,EuroPost,Berlin,2023-12-12,2023-12-16,15.64
O215294,DPDx,Manchester,2023-03-19,2023-03-22,13.85
O212560,FastFreight,Berlin,2023-05-26,2023-05-26,10.16
O222208,EuroPost,Madrid,2023-02-22,2023-02-25,23.37
O205886,EuroPost,Madrid,2024-02-23,2024-02-21,18.15
O215759,FastFreight,Madrid,2023-10-12,2023-10-10,20.63
O205270,FastFreight,Manchester,2024-12-03,2024-12-08,26.6
O201745,RoyalShip,Berlin,2024-05-23,2024-05-26,4.27
O219507,RoyalShip,Madrid,2024-01-02,2024-01-05,12.13
O218006,FastFreight,Lyon,2024-07-18,2024-07-21,10.89
O205280,DPDx,Madrid,2024-05-21,2024-05-27,14.14
O217863,EuroPost,Lyon,2024-04-27,2024-05-03,6.07
O212187,EuroPost,Lyon,2024-10-12,2024-10-13,8.87
O215219,EuroPost,Manchester,2024-09-09,2024-09-10,5.2
O201024,DPDx,Madrid,2023-10-14,2023-10-15,25.77
O204718,DPDx,Lyon,2024-06-28,2024-06-25,6.37
O217116,FastFreight,Lyon,2023-12-02,2023-11-30,22.16
O220923,FastFreight,Berlin,2024-05-02,2024-05-03,2.04
O211098,DPDx,Manchester,2023-07-02,2023-07-08,7.65
O203257,RoyalShip,Madrid,2023-11-27,2023-12-02,18.22
O208632,FastFreight,Berlin,2024-11-09,2024-11-09,19.46
O203324,FastFreight,Manchester,2023-02-14,2023-02-12,8.55
O220078,EuroPost,Lyon,2023-07-11,2023-07-10,8.26
O214630,EuroPost,Madrid,2024-02-13,2024-02-14,25.38
O212920,EuroPost,Manchester,2023-04-21,2023-04-26,25.16
O203743,RoyalShip,Lyon,2024-01-09,2024-01-12,21.47
O207471,EuroPost,Madrid,2023-05-25,2023-05-23,18.8
O213270,RoyalShip,Manchester,2024-08-05,2024-08-09,12.42
O214610,EuroPost,Lyon,2023-04-04,2023-04-01,19.16
O224452,EuroPost,Lyon,2024-08-16,2024-08-13,2.05
O214242,FastFreight,Berlin,2024-11-05,2024-11-05,15.95
O223245,DPDx,Madrid,2023-11-18,2023-11-19,24.27
O212471,RoyalShip,Madrid,2023-02-14,2023-02-11,20.03
O206813,FastFreight,Manchester,2024-07-26,2024-07-22,10.51
O223898,DPDx,Lyon,2024-07-21,2024-07-26,6.58
O214048,DPDx,Berlin,2023-01-15,2023-01-17,9.44
O206821,FastFreight,Berlin,2023-12-06,2023-12-07,21.64
O220719,DPDx,Berlin,2024-09-28,2024-09-24,17.49
O207440,EuroPost,Lyon,2023-08-17,2023-08-14,22.52
O218153,DPDx,Lyon,2023-01-16,2023-01-19,7.54
O225833,RoyalShip,Berlin,2023-08-28,2023-08-25,25.68
O221430,RoyalShip,Lyon,2023-01-14,2023-01-10,13.66
O223542,EuroPost,Berlin,2023-03-30,2023-04-04,18.3
O223173,DPDx,Manchester,2023-10-19,2023-10-20,25.2
O202357,RoyalShip,Berlin,2024-07-16,2024-07-19,17.31
O204664,RoyalShip,Madrid,2024-12-30,2024-12-29,10.37
O220871,EuroPost,Lyon,2024-12-28,2024-12-25,12.04
O216657,RoyalShip,Madrid,2024-03-20,2024-03-23,26.57
O218757,DPDx,Lyon,2023-11-08,2023-11-04,22.4
O208376,FastFreight,Lyon,2024-05-31,2024-06-04,28.82
O225187,FastFreight,Madrid,2023-11-17,2023-11-15,5.5
O205707,FastFreight,Lyon,2023-12-06,2023-12-10,20.87
O217329,DPDx,Madrid,2024-09-05,2024-09-02,21.46
O221126,EuroPost,Lyon,2024-10-09,2024-10-07,16.85
O207176,EuroPost,Berlin,2024-09-04,2024-09-07,4.94
O216315,DPDx,Lyon,2023-04-30,2023-04-30,14.93
O224649,EuroPost,Madrid,2023-11-13,2023-11-17,19.93
O202124,DPDx,Manchester,2023-10-07,2023-10-09,27.29
O219928,RoyalShip,Berlin,2024-12-14,2024-12-12,24.82
O205659,RoyalShip,Berlin,2024-11-08,2024-11-10,16.43
O210009,RoyalShip,Manchester,2023-07-22,2023-07-23,14.18
O203976,EuroPost,Berlin,2023-10-11,2023-10-15,26.19
O200732,DPDx,Manchester,2024-03-21,2024-03-22,24.28
O210169,RoyalShip,Lyon,2024-05-02,2024-05-02,15.2
O205196,DPDx,Lyon,2024-12-30,2024-12-28,6.35
O222072,EuroPost,Lyon,2024-07-01,2024-07-06,13.99
O203763,FastFreight,Lyon,2023-05-16,2023-05-15,27.65
O200079,EuroPost,Manchester,2023-02-13,2023-02-14,12.08
O204561,EuroPost,Lyon,2023-08-26,2023-08-23,2.75
O202331,DPDx,Manchester,2023-08-04,2023-08-02,5.57
O204506,RoyalShip,Manchester,2024-04-25,2024-04-24,13.49
O211025,FastFreight,Berlin,2023-03-06,2023-03-12,6.57
O200333,DPDx,Berlin,2023-07-28,2023-07-31,15.03
O222329,DPDx,Madrid,2023-10-02,2023-10-07,26.42
O216303,DPDx,Berlin,2024-11-09,2024-11-14,22.62
O217682,FastFreight,Lyon,2023-09-08,2023-09-09,24.97
O225185,DPDx,Berlin,2023-05-02,2023-05-08,2.44
O218883,DPDx,Manchester,2023-03-16,2023-03-12,9.3
O209075,DPDx,Lyon,2024-11-14,2024-11-13,21.66
O205150,RoyalShip,Berlin,2024-08-27,2024-08-29,28.36
O224577,RoyalShip,Manchester,2024-11-23,2024-11-26,11.74
O217336,FastFreight,Lyon,2023-08-19,2023-08-25,21.0
O224045,EuroPost,Manchester,2023-07-02,2023-07-01,18.57
O206834,FastFreight,Madrid,2024-11-27,2024-11-24,6.26
O220035,FastFreight,Berlin,2024-07-17,2024-07-18,2.88
O220152,RoyalShip,Lyon,2023-06-27,2023-06-27,13.24
O206177,DPDx,Berlin,2024-05-14,2024-05-10,10.1
O206247,FastFreight,Berlin,2023-08-06,2023-08-09,3.12
O215148,FastFreight,Lyon,2023-03-25,2023-03-23,7.27
O215460,EuroPost,Madrid,2024-11-14,2024-11-12,6.15
O204289,FastFreight,Berlin,2023-06-28,2023-07-02,27.51
O222455,DPDx,Lyon,2024-12-13,2024-12-15,29.85
O205400,RoyalShip,Manchester,2024-12-17,2024-12-15,9.5
O200214,EuroPost,Madrid,2023-01-29,2023-02-04,11.6
O218861,FastFreight,Lyon,2023-12-06,2023-12-02,15.36
O222438,EuroPost,Manchester,2024-01-05,2024-01-10,20.84
O204801,DPDx,Manchester,2024-12-14,2024-12-12,29.1
O215218,DPDx,Madrid,2023-09-15,2023-09-19,12.56
O203154,RoyalShip,Berlin,2023-05-17,2023-05-22,7.64
O210769,DPDx,Madrid,2024-09-20,2024-09-23,19.39
O200106,DPDx,Madrid,2023-07-27,2023-08-02,27.5
O214115,DPDx,Madrid,2023-11-24,2023-11-25,15.2
O218201,RoyalShip,Berlin,2023-12-31,2024-01-05,10.55
O203404,RoyalShip,Manchester,2023-11-16,2023-11-16,3.12
O207716,EuroPost,Berlin,2023-12-24,2023-12-23,13.99
O216989,FastFreight,Berlin,2023-09-03,2023-08-31,9.44
O213263,DPDx,Manchester,2024-12-29,2024-12-25,2.83
O212276,EuroPost,Madrid,2024-06-30,2024-07-04,4.99
O206525,DPDx,Madrid,2023-12-18,2023-12-19,10.1
O219428,FastFreight,Manchester,2024-12-22,2024-12-20,14.12
O206387,RoyalShip,Manchester,2024-08-29,2024-08-28,16.34
O218115,FastFreight,Berlin,2023-06-29,2023-06-26,29.55
