show_id,type,title,country,release_year,rating,duration,date_added,listed_in
s1294,movie,Title 1294,United Kingdom,2023,PG-13,129 min,"December 02, 2021",Action & Adventure
s1295,Movie,Title 1295,us,2017,R,4 Seasons,"March 20, 2022",Documentaries
s1296,tv show,Title 1296,South Korea,1981,PG-13,1 Seasons,"May 15, 2017",Documentaries
s1297,TV Show,Title 1297,South Korea,2008,PG,127 min,"February 21, 2018","Dramas, International"
s1298,TV Show,Title 1298,Japan,1958,R,8 Seasons,"April 17, 2023",Comedies
s1299,TV Show,Title 1299,Japan,1976,nan,2 Seasons,"October 31, 2022","Dramas, International"
s1300,TV Show,Title 1300,Japan,2011,nan,6 Seasons,"February 28, 2022",Action & Adventure
s1301,Movie,Title 1301,,1964,TV-MA,2 Seasons,"September 13, 2009",Comedies
s1302,TV Show,Title 1302,United Kingdom,1975,PG-13,5 Seasons,"December 14, 2014","Kids' TV, Children"
s1303,Movie,Title 1303,United Kingdom,2001,nan,67 min,"February 19, 2017",Action & Adventure
s1304,Movie,Title 1304,Japan,2009,TV-MA,8 Seasons,"August 16, 2012",Comedies
s1305,TV Show,Title 1305,India,2011,PG-13,75 min,"June 24, 2019",Documentaries
s1306,Movie,Title 1306,India,1956,TV-MA,123 min,"May 07, 2011",Action & Adventure
s1307,Movie,Title 1307,Japan,1984,PG-13,88 min,"July 16, 2013","Dramas, International"
s1308,TV Show,Title 1308,India,1957,TV-PG,2 Seasons,"September 10, 2008",Action & Adventure
s1309,TV Show,Title 1309,us,1984,TV-14,2 Seasons,"December 29, 2010",Documentaries
s1310,TV Show,Title 1310,South Korea,1996,TV-MA,153 min,"October 07, 2019","Kids' TV, Children"
s1311,Movie,Title 1311,India,1972,TV-MA,5 Seasons,"September 25, 2014","Kids' TV, Children"
s1312,TV Show,Title 1312,India,2002,TV-MA,174 min,"March 29, 2021",Comedies
s1313,Movie,Title 1313,South Korea,1973,TV-PG,89 min,"May 01, 2011","Dramas, International"
s1314,TV Show,Title 1314,United Kingdom,1994,TV-14,1 Seasons,"October 13, 2008",Comedies
s1315,Movie,Title 1315,us,1997,TV-MA,3 Seasons,"November 01, 2011",Action & Adventure
s1316,TV Show,Title 1316,,1992,nan,5 Seasons,"January 29, 2016","Dramas, International"
s1317,Movie,Title 1317,South Korea,1956,PG-13,1 Seasons,"March 03, 2019","Dramas, International"
s1318,Movie,Title 1318,United Kingdom,1996,R,2 Seasons,"August 24, 2021","Dramas, International"
s1319,TV Show,Title 1319,us,1979,PG-13,146 min,"July 27, 2019",Documentaries
s1320,Movie,Title 1320,United Kingdom,1964,TV-14,168 min,"July 03, 2018",Action & Adventure
s1321,TV Show,Title 1321,South Korea,2000,PG,103 min,"January 22, 2010","Dramas, International"
s1322,Movie,Title 1322,South Korea,1959,PG,71 min,"November 04, 2014",Comedies
s1323,Movie,Title 1323,United States,1968,PG-13,2 Seasons,"October 31, 2020","Kids' TV, Children"
s1324,Movie,Title 1324,India,1979,PG-13,156 min,"August 06, 2023","Kids' TV, Children"
s1325,TV Show,Title 1325,Japan,1966,TV-MA,8 Seasons,"October 17, 2010","Kids' TV, Children"
s1326,movie,Title 1326,India,1993,R,84 min,"December 11, 2014",Comedies
s1327,TV Show,Title 1327,India,2006,R,155 min,"October 18, 2008",Action & Adventure
s1328,Movie,Title 1328,South Korea,1972,nan,136 min,"February 16, 2013",Action & Adventure
s1329,TV Show,Title 1329,South Korea,2022,PG-13,2 Seasons,"September 16, 2020",Documentaries
s1330,Movie,Title 1330,India,1967,PG,143 min,"March 02, 2016",Comedies
s1331,TV Show,Title 1331,Japan,2016,PG-13,164 min,"February 14, 2024",Comedies
s1332,Movie,Title 1332,United Kingdom,1986,R,7 Seasons,"September 11, 2013",Action & Adventure
s1333,Movie,Title 1333,India,2008,PG-13,154 min,"August 20, 2018","Kids' TV, Children"
s1334,Movie,Title 1334,South Korea,1983,nan,66 min,"June 10, 2014",Documentaries
s1335,Movie,Title 1335,United States,2016,PG-13,123 min,"February 01, 2024",Action & Adventure
s1336,TV Show,Title 1336,United Kingdom,1973,R,117 min,"February 29, 2016",Comedies
s1337,TV Show,Title 1337,United States,1957,TV-MA,178 min,"December 10, 2018",Documentaries
s1338,TV Show,Title 1338,South Korea,2019,R,75 min,"April 09, 2009",Comedies
s1339,Movie,Title 1339,us,1998,nan,119 min,"May 15, 2008",Comedies
s1340,TV Show,Title 1340,,2021,TV-PG,75 min,"November 30, 2017",Comedies
s1341,Movie,Title 1341,United Kingdom,1973,PG,3 Seasons,"June 26, 2023",Documentaries
s1342,TV Show,Title 1342,,1958,nan,79 min,"July 27, 2017","Dramas, International"
s1343,Movie,Title 1343,Japan,1985,TV-MA,108 min,"October 11, 2015",Comedies
s1344,Movie,Title 1344,India,1988,TV-PG,2 Seasons,"September 09, 2019","Kids' TV, Children"
s1345,Movie,Title 1345,United States,1991,PG-13,104 min,"August 25, 2021","Dramas, International"
s1346,Movie,Title 1346,India,1971,PG-13,172 min,"December 28, 2011","Kids' TV, Children"
s1347,Movie,Title 1347,South Korea,2015,nan,130 min,"September 02, 2012","Dramas, International"
s1348,Movie,Title 1348,,1978,PG-13,127 min,"September 02, 2008",Action & Adventure
s1349,Movie,Title 1349,,1987,PG,169 min,"May 03, 2017","Kids' TV, Children"
s1350,TV Show,Title 1350,,1956,TV-MA,3 Seasons,"August 18, 2019","Dramas, International"
s1351,TV Show,Title 1351,Japan,1986,TV-14,95 min,"June 14, 2019",Comedies
s1352,Movie,Title 1352,India,1960,TV-14,118 min,"January 22, 2014","Kids' TV, Children"
s1353,Movie,Title 1353,United Kingdom,1992,PG,90 min,"September 24, 2020","Dramas, International"
s1354,TV Show,Title 1354,India,1957,TV-PG,1 Seasons,"October 25, 2017",Action & Adventure
s1355,Movie,Title 1355,South Korea,1975,PG-13,3 Seasons,"September 05, 2012",Documentaries
s1356,TV Show,Title 1356,India,1963,R,85 min,"June 12, 2012","Kids' TV, Children"
s1357,Movie,Title 1357,,1961,PG,5 Seasons,"January 03, 2012",Comedies
s1358,Movie,Title 1358,United States,2000,TV-PG,135 min,"September 21, 2013",Action & Adventure
s1359,Movie,Title 1359,United Kingdom,2024,TV-PG,2 Seasons,"April 28, 2014",Action & Adventure
s1360,Movie,Title 1360,United Kingdom,1960,PG,6 Seasons,"April 26, 2012",Comedies
s1361,Movie,Title 1361,,1988,TV-MA,93 min,"August 07, 2017","Dramas, International"
s1362,Movie,Title 1362,us,2017,R,133 min,"February 03, 2016",Comedies
s1363,TV Show,Title 1363,,2018,TV-14,2 Seasons,"April 25, 2018",Action & Adventure
s1364,tv show,Title 1364,Japan,2011,TV-PG,178 min,"August 22, 2018",Comedies
s1365,Movie,Title 1365,United States,1955,R,2 Seasons,"April 19, 2010","Kids' TV, Children"
s1366,TV Show,Title 1366,United States,1973,R,177 min,"November 13, 2011","Dramas, International"
s1367,Movie,Title 1367,United Kingdom,1956,TV-MA,157 min,"December 30, 2011",Action & Adventure
s1368,Movie,Title 1368,India,2003,PG,7 Seasons,"March 11, 2013","Dramas, International"
s1369,Movie,Title 1369,India,1982,R,1 Seasons,"September 19, 2021",Action & Adventure
s1370,Movie,Title 1370,United States,2021,R,115 min,"August 06, 2015","Kids' TV, Children"
s1371,TV Show,Title 1371,South Korea,1970,TV-14,163 min,"October 11, 2014","Dramas, International"
s1372,TV Show,Title 1372,,1963,PG-13,150 min,"June 10, 2019",Comedies
s1373,Movie,Title 1373,Japan,1982,TV-PG,86 min,"April 28, 2014","Kids' TV, Children"
s1374,Movie,Title 1374,India,1994,TV-PG,2 Seasons,"January 23, 2014",Action & Adventure
s1375,TV Show,Title 1375,United States,1985,TV-PG,4 Seasons,"January 31, 2021",Action & Adventure
s1376,tv show,Title 1376,South Korea,1987,TV-MA,7 Seasons,"January 08, 2009","Dramas, International"
s1377,TV Show,Title 1377,us,1989,TV-14,1 Seasons,"December 08, 2008",Action & Adventure
s1378,TV Show,Title 1378,United Kingdom,1976,nan,89 min,"July 10, 2016","Kids' TV, Children"
s1379,tv show,Title 1379,India,1960,TV-MA,6 Seasons,"October 11, 2011","Dramas, International"
s1380,TV Show,Title 1380,United States,1975,nan,8 Seasons,"June 18, 2015",Action & Adventure
s1381,TV Show,Title 1381,United States,1988,PG,118 min,"January 01, 2011",Documentaries
s1382,Movie,Title 1382,Japan,1961,TV-PG,1 Seasons,"May 17, 2024","Dramas, International"
s1383,Movie,Title 1383,United States,1982,PG-13,139 min,"April 26, 2016","Dramas, International"
s1384,TV Show,Title 1384,South Korea,2000,R,7 Seasons,"July 12, 2017",Comedies
s1385,movie,Title 1385,United Kingdom,1961,PG-13,82 min,"August 25, 2015","Dramas, International"
s1386,Movie,Title 1386,,1968,R,120 min,"October 04, 2008",Action & Adventure
s1387,Movie,Title 1387,United Kingdom,2021,nan,1 Seasons,"March 03, 2011","Kids' TV, Children"
s1388,Movie,Title 1388,Japan,1984,PG-13,7 Seasons,"July 30, 2018","Dramas, International"
s1389,TV Show,Title 1389,Japan,1970,TV-MA,5 Seasons,"January 21, 2023",Action & Adventure
s1390,Movie,Title 1390,United Kingdom,2019,R,5 Seasons,"May 12, 2009","Dramas, International"
s1391,TV Show,Title 1391,India,1967,TV-MA,70 min,"April 03, 2011",Action & Adventure
s1392,Movie,Title 1392,,1979,TV-14,160 min,"February 12, 2014","Dramas, International"
s1393,TV Show,Title 1393,,2016,TV-14,6 Seasons,"August 08, 2012","Dramas, International"
s1394,TV Show,Title 1394,United Kingdom,1977,TV-PG,6 Seasons,"July 29, 2008","Dramas, International"
s1395,Movie,Title 1395,India,1964,PG-13,4 Seasons,"August 26, 2023",Comedies
s1396,Movie,Title 1396,,2020,nan,136 min,"November 13, 2017",Action & Adventure
s1397,Movie,Title 1397,United Kingdom,2024,PG,168 min,"November 01, 2012","Dramas, International"
s1398,TV Show,Title 1398,,1995,R,8 Seasons,"November 02, 2010",Action & Adventure
s1399,Movie,Title 1399,Japan,1970,TV-14,2 Seasons,"July 09, 2015","Kids' TV, Children"
s1400,Movie,Title 1400,us,1994,TV-PG,74 min,"July 06, 2023",Documentaries
s1401,Movie,Title 1401,,1971,PG,5 Seasons,"January 24, 2020",Comedies
s1402,Movie,Title 1402,South Korea,1970,PG-13,8 Seasons,"March 06, 2011",Comedies
s1403,TV Show,Title 1403,,2007,PG-13,6 Seasons,"November 25, 2014",Comedies
s1404,TV Show,Title 1404,Japan,1999,nan,5 Seasons,"November 26, 2023",Action & Adventure
s1405,movie,Title 1405,India,1980,PG,5 Seasons,"May 04, 2024","Kids' TV, Children"
s1406,TV Show,Title 1406,Japan,1981,nan,6 Seasons,"January 04, 2023",Action & Adventure
s1407,TV Show,Title 1407,us,1993,R,8 Seasons,"February 20, 2016","Kids' TV, Children"
s1408,Movie,Title 1408,India,1993,PG,140 min,"July 04, 2016","Dramas, International"
s1409,TV Show,Title 1409,United Kingdom,1957,TV-PG,134 min,"December 24, 2011","Kids' TV, Children"
s1410,TV Show,Title 1410,India,1982,nan,107 min,"August 17, 2015","Dramas, International"
s1411,TV Show,Title 1411,Japan,1992,TV-14,174 min,"February 06, 2020",Comedies
s1412,TV Show,Title 1412,India,1960,TV-PG,5 Seasons,"May 23, 2014",Action & Adventure
s1413,TV Show,Title 1413,South Korea,2003,R,2 Seasons,"February 20, 2023","Dramas, International"
s1414,Movie,Title 1414,,2016,PG,8 Seasons,"April 21, 2020",Documentaries
s1415,TV Show,Title 1415,India,2006,TV-MA,147 min,"June 10, 2011","Kids' TV, Children"
s1416,Movie,Title 1416,,2003,R,4 Seasons,"February 01, 2011",Comedies
s1417,Movie,Title 1417,us,2014,nan,161 min,"September 15, 2016","Kids' TV, Children"
s1418,Movie,Title 1418,,2022,TV-MA,8 Seasons,"October 27, 2013",Documentaries
s1419,Movie,Title 1419,us,1971,TV-14,173 min,"August 18, 2022",Documentaries
s1420,Movie,Title 1420,,1976,TV-MA,1 Seasons,"December 18, 2008",Comedies
s1421,Movie,Title 1421,South Korea,1982,TV-PG,115 min,"June 21, 2020","Kids' TV, Children"
s1422,Movie,Title 1422,,1974,TV-PG,5 Seasons,"January 07, 2015",Documentaries
s1423,TV Show,Title 1423,United Kingdom,2010,R,160 min,"October 21, 2021",Action & Adventure
s1424,TV Show,Title 1424,us,1964,TV-14,142 min,"February 22, 2011","Dramas, International"
s1425,TV Show,Title 1425,United Kingdom,1965,nan,136 min,"April 23, 2013",Action & Adventure
s1426,tv show,Title 1426,,1976,PG,4 Seasons,"February 08, 2023","Kids' TV, Children"
s1427,Movie,Title 1427,United States,2009,R,167 min,"March 10, 2010",Comedies
s1428,Movie,Title 1428,India,1977,TV-14,1 Seasons,"May 27, 2015","Kids' TV, Children"
s1429,Movie,Title 1429,India,2000,R,91 min,"October 09, 2023",Documentaries
s1430,Movie,Title 1430,Japan,1967,TV-PG,7 Seasons,"August 29, 2011",Documentaries
s1431,movie,Title 1431,us,1984,TV-14,69 min,"December 16, 2018",Action & Adventure
s1432,Movie,Title 1432,United States,1973,nan,150 min,"June 29, 2012","Kids' TV, Children"
s1433,TV Show,Title 1433,United Kingdom,1978,TV-PG,159 min,"August 11, 2018",Action & Adventure
s1434,TV Show,Title 1434,South Korea,1975,PG,4 Seasons,"December 05, 2010",Action & Adventure
s1435,Movie,Title 1435,United Kingdom,1971,R,1 Seasons,"September 08, 2014",Action & Adventure
s1436,TV Show,Title 1436,,2015,TV-MA,1 Seasons,"June 18, 2009",Documentaries
s1437,Movie,Title 1437,United Kingdom,1997,TV-MA,6 Seasons,"December 29, 2011",Documentaries
s1438,Movie,Title 1438,India,1986,TV-PG,7 Seasons,"November 15, 2008",Action & Adventure
s1439,Movie,Title 1439,United States,2004,TV-MA,5 Seasons,"July 31, 2009","Dramas, International"
s1440,Movie,Title 1440,,2012,R,153 min,"October 08, 2019",Action & Adventure
s1441,Movie,Title 1441,us,1965,TV-14,1 Seasons,"December 09, 2009","Dramas, International"
s1442,Movie,Title 1442,,1958,nan,160 min,"September 21, 2009","Kids' TV, Children"
s1443,tv show,Title 1443,Japan,1958,TV-PG,144 min,"October 27, 2017",Action & Adventure
s1444,Movie,Title 1444,United States,1968,TV-14,7 Seasons,"October 28, 2021",Action & Adventure
s1445,Movie,Title 1445,Japan,1978,PG-13,2 Seasons,"February 06, 2015","Kids' TV, Children"
s1446,movie,Title 1446,us,2021,TV-14,3 Seasons,"November 24, 2023",Comedies
s1447,Movie,Title 1447,India,1958,TV-MA,5 Seasons,"May 12, 2023","Dramas, International"
s1448,tv show,Title 1448,United Kingdom,1958,nan,134 min,"January 08, 2023","Dramas, International"
s1449,TV Show,Title 1449,United Kingdom,1974,TV-PG,4 Seasons,"August 22, 2009",Documentaries
s1450,TV Show,Title 1450,Japan,1959,TV-PG,115 min,"November 25, 2010","Kids' TV, Children"
s1451,Movie,Title 1451,Japan,2004,PG-13,161 min,"July 31, 2021",Documentaries
s1452,Movie,Title 1452,South Korea,1991,nan,4 Seasons,"January 09, 2021",Action & Adventure
s1453,Movie,Title 1453,United States,2001,TV-MA,131 min,"November 26, 2021","Dramas, International"
s1454,Movie,Title 1454,,1975,R,109 min,"October 24, 2017",Documentaries
s1455,Movie,Title 1455,India,2023,TV-MA,2 Seasons,"September 07, 2023",Comedies
s1456,Movie,Title 1456,India,1968,PG,140 min,"July 15, 2023",Documentaries
s1457,movie,Title 1457,United Kingdom,2011,PG,61 min,"September 18, 2009",Action & Adventure
s1458,Movie,Title 1458,us,1997,nan,8 Seasons,"October 25, 2012","Kids' TV, Children"
s1459,tv show,Title 1459,,2016,TV-PG,134 min,"February 06, 2017",Action & Adventure
s1460,TV Show,Title 1460,us,1997,PG,116 min,"December 10, 2017","Dramas, International"
s1461,Movie,Title 1461,,1996,PG-13,5 Seasons,"June 08, 2010",Documentaries
s1462,Movie,Title 1462,United States,1968,TV-MA,103 min,"February 13, 2018","Dramas, International"
s1463,Movie,Title 1463,South Korea,1969,nan,8 Seasons,"February 09, 2024","Kids' TV, Children"
s1464,Movie,Title 1464,,1992,TV-14,6 Seasons,"February 11, 2011",Comedies
s1465,movie,Title 1465,,1977,TV-MA,77 min,"March 05, 2023",Action & Adventure
s1466,Movie,Title 1466,United Kingdom,1986,TV-MA,135 min,"November 10, 2017","Kids' TV, Children"
s1467,Movie,Title 1467,United Kingdom,1981,TV-PG,7 Seasons,"February 25, 2013",Action & Adventure
s1468,Movie,Title 1468,India,2014,TV-MA,108 min,"November 30, 2019",Action & Adventure
s1469,TV Show,Title 1469,us,2022,TV-14,8 Seasons,"September 06, 2013",Documentaries
s1470,Movie,Title 1470,India,1959,TV-MA,6 Seasons,"April 02, 2021",Action & Adventure
s1471,Movie,Title 1471,India,2003,TV-PG,3 Seasons,"July 22, 2018","Kids' TV, Children"
s1472,TV Show,Title 1472,Japan,1971,PG-13,6 Seasons,"January 21, 2022",Comedies
s1473,Movie,Title 1473,,1972,PG,8 Seasons,"March 11, 2015","Dramas, International"
s1474,TV Show,Title 1474,South Korea,1994,PG,149 min,"June 08, 2008","Dramas, International"
s1475,Movie,Title 1475,us,1978,PG,1 Seasons,"July 14, 2013",Comedies
s1476,Movie,Title 1476,us,1957,nan,2 Seasons,"June 17, 2020","Dramas, International"
s1477,Movie,Title 1477,Japan,1977,nan,67 min,"April 30, 2008",Action & Adventure
s1478,TV Show,Title 1478,Japan,2014,PG-13,138 min,"April 30, 2013","Dramas, International"
s1479,tv show,Title 1479,South Korea,2010,TV-14,8 Seasons,"November 13, 2016","Kids' TV, Children"
s1480,TV Show,Title 1480,,2022,TV-14,110 min,"July 28, 2020","Dramas, International"
s1481,Movie,Title 1481,South Korea,1999,TV-MA,119 min,"July 13, 2018",Comedies
s1482,Movie,Title 1482,Japan,1977,nan,8 Seasons,"June 26, 2010",Documentaries
s1483,Movie,Title 1483,South Korea,2003,PG-13,2 Seasons,"February 06, 2008","Kids' TV, Children"
s1484,Movie,Title 1484,Japan,2009,nan,5 Seasons,"March 06, 2014",Comedies
s1485,Movie,Title 1485,,1979,PG,8 Seasons,"August 31, 2013","Kids' TV, Children"
s1486,Movie,Title 1486,United States,1972,nan,157 min,"September 03, 2014","Kids' TV, Children"
s1487,movie,Title 1487,United Kingdom,1973,PG,8 Seasons,"March 23, 2019","Dramas, International"
s1488,TV Show,Title 1488,South Korea,2021,TV-MA,7 Seasons,"June 04, 2019","Kids' TV, Children"
s1489,TV Show,Title 1489,Japan,2021,TV-PG,142 min,"December 08, 2014","Dramas, International"
s1490,TV Show,Title 1490,India,1969,PG,85 min,"February 11, 2018",Documentaries
s1491,Movie,Title 1491,United States,1972,TV-14,166 min,"February 19, 2013",Action & Adventure
s1492,Movie,Title 1492,India,1955,PG,69 min,"May 14, 2021","Dramas, International"
s1493,Movie,Title 1493,India,2007,TV-14,8 Seasons,"September 08, 2012",Documentaries
s1494,Movie,Title 1494,us,1959,R,7 Seasons,"February 06, 2008",Comedies
s1495,Movie,Title 1495,India,1963,TV-PG,8 Seasons,"June 10, 2011","Dramas, International"
s1496,TV Show,Title 1496,Japan,1987,TV-14,1 Seasons,"September 02, 2012","Dramas, International"
s1497,Movie,Title 1497,,1971,PG,6 Seasons,"November 11, 2011",Comedies
s1498,Movie,Title 1498,,1957,nan,173 min,"February 02, 2020",Action & Adventure
s1499,Movie,Title 1499,,1958,TV-PG,170 min,"November 17, 2012","Dramas, International"
s1500,TV Show,Title 1500,United Kingdom,2023,R,142 min,"December 08, 2011",Comedies
s1501,TV Show,Title 1501,South Korea,1956,TV-MA,172 min,"October 23, 2018",Documentaries
s1502,TV Show,Title 1502,South Korea,1999,TV-MA,110 min,"November 10, 2021","Kids' TV, Children"
s1503,Movie,Title 1503,United States,1986,TV-14,64 min,"September 19, 2014",Comedies
s1504,Movie,Title 1504,Japan,1994,PG-13,140 min,"February 05, 2013",Comedies
s1505,Movie,Title 1505,United Kingdom,2024,PG,155 min,"September 04, 2019","Dramas, International"
s1506,Movie,Title 1506,,1998,TV-PG,2 Seasons,"December 15, 2018","Kids' TV, Children"
s1507,TV Show,Title 1507,Japan,1985,TV-PG,4 Seasons,"January 06, 2017","Kids' TV, Children"
s1508,tv show,Title 1508,us,1984,TV-14,6 Seasons,"November 27, 2008",Comedies
s1509,TV Show,Title 1509,United Kingdom,1955,PG-13,1 Seasons,"May 01, 2024",Action & Adventure
s1510,Movie,Title 1510,United States,2017,TV-PG,8 Seasons,"January 19, 2023",Action & Adventure
s1511,Movie,Title 1511,United Kingdom,2006,TV-PG,63 min,"April 19, 2022","Kids' TV, Children"
s1512,TV Show,Title 1512,United States,2004,TV-14,1 Seasons,"November 05, 2009",Comedies
s1513,movie,Title 1513,South Korea,1978,TV-14,1 Seasons,"December 22, 2014",Documentaries
s1514,Movie,Title 1514,,1985,R,8 Seasons,"October 03, 2014","Kids' TV, Children"
s1515,Movie,Title 1515,us,2005,PG-13,5 Seasons,"August 07, 2022","Dramas, International"
s1516,Movie,Title 1516,United Kingdom,1974,PG-13,3 Seasons,"May 24, 2014",Comedies
s1517,TV Show,Title 1517,,2014,R,165 min,"December 29, 2018","Dramas, International"
s1518,TV Show,Title 1518,us,1965,TV-MA,4 Seasons,"December 25, 2012","Dramas, International"
s1519,Movie,Title 1519,South Korea,1971,TV-MA,1 Seasons,"January 13, 2022","Dramas, International"
s1520,Movie,Title 1520,United Kingdom,1977,nan,8 Seasons,"October 21, 2016","Dramas, International"
s1521,Movie,Title 1521,us,1992,R,3 Seasons,"October 29, 2012","Dramas, International"
s1522,Movie,Title 1522,India,1979,PG-13,7 Seasons,"August 13, 2016",Comedies
s1523,TV Show,Title 1523,Japan,1983,R,74 min,"July 21, 2016",Action & Adventure
s1524,TV Show,Title 1524,us,1960,TV-PG,4 Seasons,"January 17, 2021",Action & Adventure
s1525,tv show,Title 1525,India,1958,R,2 Seasons,"October 05, 2010",Action & Adventure
s1526,Movie,Title 1526,India,2019,nan,177 min,"December 20, 2023",Documentaries
s1527,Movie,Title 1527,,1989,TV-PG,153 min,"June 03, 2009",Documentaries
s1528,TV Show,Title 1528,South Korea,1973,TV-14,1 Seasons,"February 25, 2021","Kids' TV, Children"
s1529,TV Show,Title 1529,India,1967,PG,89 min,"January 09, 2009",Comedies
s1530,Movie,Title 1530,India,1992,TV-MA,139 min,"November 19, 2019",Documentaries
s1531,Movie,Title 1531,Japan,1991,R,5 Seasons,"April 02, 2016",Documentaries
s1532,TV Show,Title 1532,South Korea,1959,R,121 min,"April 01, 2011",Documentaries
s1533,TV Show,Title 1533,Japan,1990,nan,74 min,"January 12, 2017","Dramas, International"
s1534,Movie,Title 1534,South Korea,1993,TV-14,8 Seasons,"June 27, 2011",Documentaries
s1535,Movie,Title 1535,,2001,TV-PG,4 Seasons,"January 25, 2024",Action & Adventure
s1536,tv show,Title 1536,United Kingdom,2000,nan,62 min,"March 15, 2008","Dramas, International"
s1537,Movie,Title 1537,India,1973,R,4 Seasons,"July 28, 2008","Dramas, International"
s1538,TV Show,Title 1538,,1960,TV-14,3 Seasons,"July 11, 2009",Documentaries
s1539,Movie,Title 1539,Japan,1956,PG,71 min,"June 11, 2019","Kids' TV, Children"
s1540,Movie,Title 1540,Japan,2023,TV-PG,117 min,"November 10, 2020","Dramas, International"
s1541,Movie,Title 1541,United States,1961,R,4 Seasons,"April 19, 2015","Dramas, International"
s1542,Movie,Title 1542,us,1966,TV-MA,1 Seasons,"December 07, 2008","Dramas, International"
s1543,Movie,Title 1543,,1957,PG,161 min,"June 14, 2022",Comedies
s1544,Movie,Title 1544,,1973,TV-14,137 min,"June 04, 2012","Dramas, International"
s1545,Movie,Title 1545,us,1990,PG,6 Seasons,"August 06, 2012",Documentaries
s1546,Movie,Title 1546,,2006,TV-14,7 Seasons,"April 19, 2014","Dramas, International"
s1547,Movie,Title 1547,,1995,PG,6 Seasons,"February 01, 2011",Documentaries
s1548,TV Show,Title 1548,,1978,TV-PG,8 Seasons,"August 01, 2010",Action & Adventure
s1549,Movie,Title 1549,,1998,TV-MA,74 min,"January 02, 2017","Dramas, International"
s1550,Movie,Title 1550,South Korea,2016,PG,2 Seasons,"July 30, 2013",Comedies
s1551,TV Show,Title 1551,us,1958,PG,90 min,"November 13, 2016","Dramas, International"
s1552,Movie,Title 1552,United States,1971,PG,5 Seasons,"February 22, 2012",Comedies
s1553,Movie,Title 1553,South Korea,1985,R,3 Seasons,"April 21, 2023","Kids' TV, Children"
s1554,Movie,Title 1554,United States,1976,TV-MA,8 Seasons,"September 21, 2014",Documentaries
s1555,Movie,Title 1555,United States,2009,PG-13,141 min,"January 07, 2011",Comedies
s1556,Movie,Title 1556,us,2003,PG-13,68 min,"December 07, 2010","Kids' TV, Children"
s1557,TV Show,Title 1557,United Kingdom,2017,PG-13,7 Seasons,"October 22, 2013",Comedies
s1558,TV Show,Title 1558,United Kingdom,2015,nan,6 Seasons,"June 02, 2008",Comedies
s1559,Movie,Title 1559,,1964,TV-MA,6 Seasons,"September 13, 2021",Action & Adventure
s1560,Movie,Title 1560,United Kingdom,2016,PG,94 min,"December 05, 2022",Comedies
s1561,TV Show,Title 1561,United States,2008,R,96 min,"December 24, 2019","Kids' TV, Children"
s1562,Movie,Title 1562,us,1975,TV-PG,169 min,"March 14, 2020",Comedies
s1563,TV Show,Title 1563,India,1980,PG-13,7 Seasons,"September 01, 2010",Comedies
s1564,TV Show,Title 1564,us,1992,R,5 Seasons,"August 25, 2020",Comedies
s1565,TV Show,Title 1565,,1979,R,95 min,"October 04, 2020",Documentaries
s1566,TV Show,Title 1566,South Korea,1983,TV-14,8 Seasons,"March 08, 2012",Comedies
s1567,Movie,Title 1567,Japan,2009,TV-MA,4 Seasons,"December 07, 2018","Dramas, International"
s1568,TV Show,Title 1568,South Korea,2002,nan,1 Seasons,"June 08, 2023","Kids' TV, Children"
s1569,Movie,Title 1569,India,2006,TV-PG,3 Seasons,"March 21, 2016","Kids' TV, Children"
s1570,Movie,Title 1570,United Kingdom,1970,TV-14,5 Seasons,"September 08, 2021","Kids' TV, Children"
s1571,Movie,Title 1571,,1956,R,140 min,"December 23, 2023","Kids' TV, Children"
s1572,Movie,Title 1572,United Kingdom,2013,TV-14,110 min,"September 16, 2014",Comedies
s1573,TV Show,Title 1573,Japan,1997,TV-MA,4 Seasons,"July 14, 2011","Dramas, International"
s1574,TV Show,Title 1574,Japan,2004,PG,1 Seasons,"October 02, 2012","Kids' TV, Children"
s1575,Movie,Title 1575,United Kingdom,1972,PG,146 min,"August 10, 2016",Comedies
s1576,Movie,Title 1576,India,1967,TV-MA,109 min,"January 10, 2021","Dramas, International"
s1577,Movie,Title 1577,United States,1980,nan,1 Seasons,"December 28, 2019",Comedies
s1578,Movie,Title 1578,United Kingdom,1976,TV-PG,6 Seasons,"May 04, 2008",Documentaries
s1579,movie,Title 1579,United Kingdom,1957,TV-14,4 Seasons,"July 27, 2019",Action & Adventure
s1580,movie,Title 1580,,1978,PG,5 Seasons,"May 27, 2017","Kids' TV, Children"
s1581,tv show,Title 1581,,1998,TV-PG,2 Seasons,"September 04, 2008","Dramas, International"
s1582,TV Show,Title 1582,United States,2020,PG-13,5 Seasons,"April 04, 2022","Dramas, International"
s1583,TV Show,Title 1583,us,2022,TV-PG,121 min,"September 14, 2013","Kids' TV, Children"
s1584,Movie,Title 1584,,1986,R,93 min,"December 27, 2022","Kids' TV, Children"
s1585,Movie,Title 1585,South Korea,2019,PG-13,1 Seasons,"May 15, 2018",Documentaries
s1586,Movie,Title 1586,,1998,R,121 min,"March 09, 2023",Comedies
s1587,TV Show,Title 1587,United Kingdom,2008,R,175 min,"March 19, 2023",Action & Adventure
s1588,Movie,Title 1588,United Kingdom,2020,TV-MA,113 min,"January 16, 2015",Documentaries
